simNum	IVsNum	plei_test	P	eff
65	88	0.076	0.0120982587754363	0.0432986974783605	
29	91	0.083	0.00423781185325809	0.0487009001902989	
73	92	0.006	0.00293293650720674	0.0545914253575064	
77	99	0.022	0.0944160175674337	0.0288297507756192	
89	103	0.126	0.0319827589211584	0.0334767441509337	
69	101	0.032	2.8066667396462e-05	0.0692537093213106	
7	105	0.284	0.000314900371092567	0.0535313834077301	
17	100	0.376	4.03457792820286e-07	0.0779943389518018	
5	104	0.387	0.000221220866328877	0.0541907641591025	
47	104	0.001	0.076205231298292	0.0306920781214194	
51	106	0.107	0.00196917640442964	0.0485175357413309	
43	110	0.002	0.00263299916923324	0.0543812531890176	
13	112	0.018	0.00336809672010048	0.0470373631143697	
95	111	0.389	0.000472788271709611	0.0513141974006401	
49	116	0.513	0.000210053501869002	0.04901822156812	
91	112	0.096	0.00227305935460724	0.0459498252482147	
21	111	0.038	0.00170325622013103	0.049434200139736	
19	87	0.258	0.531806792090307	0.010062663171136	
99	110	0.278	3.33310398394226e-08	0.0816512958742431	
3	119	0.001	0.295753511329704	0.0168998928402993	
63	119	0.002	0.00204486420849588	0.0503345050503175	
27	122	0.006	5.72127901538798e-05	0.0630622503946114	
85	118	0.001	0.485903607832108	0.0109939174190624	
93	96	0.158	0.000440082733877442	0.0580915760068898	
37	93	0.414	8.62900749890385e-05	0.0644689191645287	
35	101	0.038	0.000194307786551397	0.0632487769049499	
71	97	0.192	0.000200845972184833	0.0594261162550591	
75	95	0.006	0.0399961657565813	0.0354181213080923	
61	101	0.391	3.1777645884779e-05	0.0665903103684497	
53	125	0.175	5.32685061701074e-06	0.0640650613602907	
31	102	0.006	0.00487438245250872	0.0480371010248362	
11	104	0.004	0.257258926263878	0.0176482727376572	
33	103	0.13	0.00123538157610133	0.052211533650993	
41	104	0.005	0.000327889304119642	0.0619611177746913	
97	105	0.006	0.00289632614840244	0.051473943968245	
25	104	0.003	0.00142143438603269	0.0504698087692706	
81	106	0.001	0.0086988620547092	0.0438352314107835	
79	110	0.137	0.0599047957374974	0.0277574937096131	
83	109	0.005	7.13593428061482e-05	0.0652902086331637	
87	111	0.062	0.00223581900534018	0.0474836358802451	
57	112	0.012	0.021093818417018	0.0365141599016791	
9	111	0.507	0.00920421578955782	0.0373532398076258	
45	114	0.098	0.00105652086418784	0.0482095644771064	
23	116	0.078	0.00620268294939748	0.040898310496146	
55	113	0.044	0.000550523732807416	0.0507657714491621	
1	117	0.242	0.339694729837763	0.013467592723225	
39	118	0.065	0.000374385443276156	0.0531970559135002	
67	121	0.247	0.00103757456000643	0.044582036859042	
59	121	0.005	0.0186069169972418	0.0366294114240314	
15	126	0.002	3.21818346447814e-07	0.0808287279943711	
74	94	0.47	0.335935332559213	0.0143902494229038	
30	108	0.151	0.329765334011463	0.014369135877163	
66	112	0.053	0.00138674475904684	0.0491165678900381	
52	96	0.321	0.240897695645253	0.0181955977905643	
18	101	0.069	0.00446364958181052	0.0470007395720809	
70	112	0.072	0.0021349464777516	0.0471639470250089	
72	87	0	0.0134786598880909	0.0481937663475388	
14	108	0.027	0.00409408512231406	0.0458367906507188	
48	111	0.698	0.00570916454278707	0.0368888850888538	
78	113	0.022	0.0191053936353521	0.0362841047016873	
50	106	0.269	7.69121523106763e-05	0.0589367929303999	
4	96	0.019	0.0218361406013359	0.0376156276019744	
96	110	0.137	2.11358779833436e-06	0.0739104863010453	
92	105	0.044	0.00750656002205179	0.0416518376597074	
64	106	0.289	0.000138614317971991	0.0572388787937812	
8	124	0.379	0.0072212436408968	0.0364165905318415	
62	99	0.119	3.38660911468678e-05	0.0649176569880411	
44	122	0.042	0.000962696467373415	0.0495661163354604	
36	104	0.536	4.17754197245685e-10	0.0931236754639718	
6	125	0.029	0.000285540132222648	0.053710822935102	
100	119	0.213	0.146866977993818	0.0204679311459781	
28	112	0.021	0.034953025978752	0.0323450372137487	
90	133	0.005	8.20480422707509e-06	0.0643987418118642	
20	100	0.385	4.47402754937122e-05	0.0646965775859104	
76	92	0	0.00017947444195076	0.0687588371487451	
54	108	0.015	0.000156490730018014	0.0606542170358257	
38	100	0.343	0.000342917223841097	0.0552632147991386	
82	83	0.043	0.000499216296218452	0.0630783917123288	
32	97	0.682	0.001670517789437	0.0458105336039235	
86	124	0.007	0.00725654058498585	0.0406950566250063	
22	133	0.004	0.00498739193170103	0.0419796859002246	
12	119	0.022	0.00746541516456188	0.0415922527589546	
42	108	0.127	0.12304790028254	0.022942101322543	
26	108	0.21	7.56956326716444e-07	0.0792158435698768	
34	113	0.003	0.000325376334854198	0.0566177891235147	
80	111	0.006	1.44622253609292e-06	0.0829786440629213	
84	110	0.193	0.0067564952145179	0.0404753666675427	
56	105	0.005	1.14201829495102e-05	0.0771959279921404	
98	118	0.134	0.0864308815674155	0.0245532966405643	
40	104	0.377	0.042987816197139	0.0289891300649836	
10	109	0.02	7.85803338355761e-05	0.065695531894721	
94	130	0.006	0.0113214950152841	0.0378218680752025	
88	118	0.204	0.000138104182741414	0.0562744041532425	
68	106	0.181	0.000227049695827225	0.0564867835969379	
46	124	0.004	0.000695252783483163	0.0512979507675392	
24	118	0.09	8.69538620647147e-08	0.0795940421670572	
16	105	0.069	0.000190162123703923	0.0593977350791152	
58	116	0.003	0.0396006422260358	0.032433076367851	
60	110	0.101	0.00189761910711444	0.0485145850643501	
2	120	0.013	0.0236733702076214	0.0321966370850221	
