simNum	IVsNum	P_random	eff_random	AIC_random	gamma_random	prop_random	eff_mean_minClass	sd_minClass	P_minClass_mean	eff_mean_maxClass	sd_maxClass	P_maxClass_mean	correct_factor	CHVP_test_correct
1	93	0.142277266485803	0.0447374672389969	-590.078646307794	-0.048737880091899_0.0447374672389969	0.499584438130017_0.500415561869983	-0.0405771031311143	0.0375487341132896	0.282676792723059	0.0370818399905685	0.0302270723985398	0.223037193670224	1.35790719624323	0.161748698752987
4	102	0.878215678608468	-0.00334109658285773	-661.7274923512	-0.029598023022285_-0.00334109658285773	0.499333330721681_0.500666669278319	-0.0277469179548379	0.0227061823521555	0.224552571826632	-0.00592392616712003	0.0217490615869095	0.785888853627193	1.42264086669554	0.638216584852838
3	105	0.690065999805353	-0.0115171519099232	-666.358218855341	-0.0115171519099232_0.0673191588249544	0.50104808430545_0.49895191569455	-0.00160069414872385	0.02880161644192	0.955785784539895	0.056422781523819	0.0334447512435056	0.0945921286660923	1.3827455760854	0.276925504574064
5	117	0.144972650437006	0.0406616575887581	-759.990990303847	-0.00520652523191091_0.0406616575887581	0.49978423843681_0.50021576156319	-0.00561691594865188	0.0288044800840674	0.845732930940647	0.0419708069507226	0.0277099514275575	0.132581822873309	1.40802432710676	0.341813236215706
2	100	0.0463299386683706	-0.0564854292702772	-608.046412009549	-0.0564854292702772_0.0558498905090572	0.505060235309561_0.494939764690439	-0.0540176460462078	0.027995117811612	0.0565269626975572	0.0527581463477958	0.0376394262792744	0.164140495523697	1.65702859527054	0.05344615884842
7	94	0.795711485701027	0.00618516706438427	-575.424165655591	0.00617733338157166_0.00618516706438427	0.499999999999998_0.500000000000002	-0.00581967954283994	0.0239004863498811	0.808157270793202	0.0191625786409043	0.0238216233935973	0.423206330477496	0.770311806812592	0.364344078514678
6	105	0.135820715283171	-0.0412829456320334	-655.042629524517	-0.0412829456320334_0.0561354025209394	0.50256228014652_0.49743771985348	-0.0371000753312651	0.0274635619307006	0.179664515061472	0.0520284847716627	0.0322279083184808	0.109472435277228	1.50103239512926	0.0673598585807971
8	105	0.565070806418708	-0.0110234795148394	-634.780926603529	-0.0110234795148394_-0.0110186634773095	0.500000000000006_0.499999999999994	-0.0149808135948946	0.0190991335188391	0.434605179359396	-0.0027892222845968	0.0326542436421952	0.932094228410667	1.33971498718508	0.850477608683346
10	100	0.556650279986454	-0.0112788986397698	-634.355775938226	-0.0112788986397698_0.0220451311071642	0.503723450590332_0.496276549409668	-0.00943851816985487	0.0191223766358563	0.622692534134587	0.0182078061792911	0.0233129682980481	0.43665659291531	1.41271236540629	0.495364898317166
9	105	0.800313769133246	-0.00783645895246702	-663.684355706098	-0.00783645895246702_0.0498969111211607	0.501574352782341_0.498425647217659	-0.0101861933146435	0.0309022089632649	0.742345015955997	0.0508784355988108	0.0296241407722883	0.0888705333807204	1.1795908981848	0.188917751272492
