"simNum"	"IVsNum"	"P_largestGroup"	"eff_largestGroup"	"eff_mean_minClass"	"sd_minClass"	"P_minClass"	"P_minClass_mean"	"eff_mean_maxClass"	"sd_maxClass"	"P_maxClass"	"P_maxClass_mean"	"corTest_1"	"result_1.chi2"	"CHVP_test"	"correct_factor"	"AIC_1"	"gamma_1"	"prop_1"
"28"	120	0.00179133298981747	0.0863451060601181	0.0792633812118687	0.0237855481842777	0.000419708663685069	0.00114763518952195	0.1000360471663	0.027026517112022	0.00179133298981747	0.000326203448531477	0.999499078340286	NA	0.563954766538544	1.16159353362039	-756.53404280256	"0.0863312292665929_0.0863451060601181"	"0.499999999999812_0.500000000000188"	NA
"31"	115	0.35284832740101	0.0283110590848898	0.0392859955182575	0.030347688625301	0.35284832740101	0.198098396831322	0.0961001149674204	0.0277263875555724	9.98606443547125e-05	0.000745614020962102	6.613334993677e-05	NA	0.166933629472556	1.21062190753925	-749.811962996047	"0.0283110590848898_0.111822913669268"	"0.500000314259981_0.499999685740019"	NA
"32"	109	3.49644200509623e-05	0.123526566236357	0.0266581139480921	0.0388538878264094	0.377049852067475	0.494112883862312	0.126616124277244	0.0286024639353658	3.49644200509623e-05	2.29685584185383e-05	0.00562337987547101	NA	0.0382823662580742	1.40854556551845	-635.040849712402	"0.0344634000931362_0.123526566236357"	"0.478005718721683_0.521994281278316"	NA
"34"	108	4.39456402544908e-05	0.105813961758372	0.0549745237070741	0.0311762725820196	0.0358863240548146	0.0806969696136158	0.111291014562725	0.0248334519805238	4.39456402544908e-05	1.86604799750136e-05	0.138669794775837	NA	0.157676865371493	0.761895289513872	-666.250831216267	"0.0662504026739027_0.105813961758372"	"0.493202675763224_0.506797324236776"	NA
"35"	99	0.00128247594808431	0.0834532537563488	0.0568376243591785	0.0246739302402497	0.0400935519664924	0.0233606791223033	0.0804646714049025	0.0251686483033161	0.00128247594808431	0.00186969695515982	0.13951877466766	NA	0.502633779137367	1.29062820628982	-634.883682873869	"0.051332767205552_0.0834532537563488"	"0.499997850774992_0.500002149225008"	NA
"33"	103	1.43531395192671e-06	0.143909911216596	0.0343846441582513	0.0312056754379429	0.319044680967091	0.273110786593972	0.14344723120326	0.0280978636159704	1.43531395192671e-06	1.53842955545096e-06	1.42996925167616e-06	NA	0.00939720400055421	1.44483619877501	-642.457781503412	"0.0312466723111074_0.143909911216596"	"0.49855680969147_0.50144319030853"	NA
"37"	104	0.000967610826576589	0.0839353089510517	0.0779196980957878	0.0217385010966804	0.000199343899551525	0.000518038083978574	0.093672489840089	0.024704721735085	0.000967610826576589	0.000252483456944511	0.997603722406846	NA	0.632149874946368	1.39725342947185	-673.764886085765	"0.0838721634091566_0.0839353089510517"	"0.49999999999937_0.50000000000063"	NA
"36"	112	0.000364855133503256	0.12027729868599	0.057095962138136	0.0372141372002576	0.0897589764914197	0.127812460306148	0.13463853315329	0.0327070601448382	0.000364855133503256	7.42145716382576e-05	0.0435549371045054	NA	0.117556197252204	1.51740557076993	-671.538827534073	"0.0636965693519743_0.12027729868599"	"0.499922269284621_0.500077730715379"	NA
"38"	93	2.87798125851508e-06	0.106319690022246	0.10606133662596	0.0213194481618273	2.87798125851508e-06	3.02340091348752e-06	0.146237963967634	0.0285556397756532	1.7674063210447e-06	1.66077027626747e-06	0.11562517097594	NA	0.259569824875396	1.28650456747099	-581.314165785128	"0.106319690022246_0.145806808013586"	"0.507262044005662_0.492737955994338"	NA
"39"	107	0.00164516512460491	0.0661620997371451	0.0634166767028031	0.01907953608851	0.000761401598401861	0.00121984429787159	0.0732568153854928	0.0204791756525075	0.00164516512460491	0.000525117919164466	0.999523845169189	NA	0.72516647171646	1.10406095766882	-682.20900128749	"0.0661489642328646_0.0661620997371451"	"0.499999999999685_0.500000000000315"	NA
"40"	115	7.33462483217546e-05	0.106459567068158	0.0590284962467465	0.0278165052623344	0.0283949937746745	0.0359971810304342	0.109174175141106	0.0258684088250501	7.33462483217546e-05	4.92092664665837e-05	0.0429927785464481	NA	0.186797908182838	0.835327908030182	-712.113982433767	"0.0617534390149783_0.106459567068158"	"0.496717233729741_0.503282766270259"	NA
"43"	97	1.780417293293e-05	0.092464130150494	0.0846743775878271	0.0189427362114496	4.19656947844306e-06	2.1419127715434e-05	0.0967928005263595	0.0204672004218647	1.780417293293e-05	7.73535219127834e-06	0.999892522356041	NA	0.663895679725315	1.44254880189189	-598.898236513071	"0.092460455294088_0.092464130150494"	"0.499999999999909_0.500000000000091"	NA
"41"	97	2.76297380384036e-05	0.102986635824087	0.0888990699717844	0.0206546509689081	2.73762443220579e-06	4.04099167347495e-05	0.118533146630762	0.0233853455277319	2.76297380384036e-05	1.94387146244672e-06	0.999699912569725	NA	0.342220874495462	1.77889933693492	-608.471738474338	"0.102977115057654_0.102986635824087"	"0.499999999999785_0.500000000000215"	NA
"42"	123	1.02768967801825e-06	0.0890859850343601	0.0822541594626477	0.024115623528245	0.00033167783955135	0.000878846380567924	0.0933044405021591	0.0173090962318203	1.02768967801825e-06	3.48711075041236e-07	0.999905274380587	NA	0.709700831347106	1.2322366418955	-753.834224415047	"0.0890825891922065_0.0890859850343601"	"0.499999999999947_0.500000000000053"	NA
"44"	107	0.000211871025475269	0.0800065558495896	0.0697069532846581	0.0208505240288237	0.000211871025475269	0.00114541551082076	0.0862877754537211	0.0196938490047998	9.31828761836252e-05	2.78103250003468e-05	0.999739069488617	NA	0.563186865179135	1.31974440700977	-676.63725777482	"0.0800065558495896_0.0800139770459525"	"0.500000000000165_0.499999999999836"	NA
"45"	98	0.00213280048222299	0.105290308546049	0.0419976037453662	0.039328043624536	0.166627695278465	0.288225437786278	0.114590864621527	0.0333647992514286	0.00213280048222299	0.000874947297561574	0.0631191565417308	NA	0.159264915029104	1.03780728091561	-592.916843860193	"0.0548069848866249_0.105290308546049"	"0.499763923013312_0.500236076986688"	NA
"46"	89	0.133374092097763	0.0491202728780734	0.0603857624880372	0.0324241378640481	0.133374092097763	0.0658878051736336	0.158111031764579	0.0354799943537389	7.97567377995353e-06	2.44455008276251e-05	7.51766678908083e-07	NA	0.0420293701843543	1.20605028325408	-571.162046685881	"0.0491202728780734_0.168387600002986"	"0.500762785116524_0.499237214883476"	NA
"47"	114	9.5764023034237e-12	0.147997925196321	0.0961826571628145	0.0293693371583431	0.0022972202013977	0.00140334432885052	0.143090800712523	0.019484232799538	9.5764023034237e-12	3.44709739957406e-11	0.00575913443379017	NA	0.183213617015095	1.54238538432859	-728.237486107433	"0.091625483678707_0.147997925196321"	"0.497160249522569_0.502839750477431"	NA
"48"	100	0.26745457182722	0.0352452934100553	0.0396531555560813	0.0316037980523148	0.26745457182722	0.212543200396512	0.150452921586892	0.0378633240921163	0.000100638731127416	0.000134546591936217	2.58876488690163e-07	NA	0.0246679875071175	1.25135274205104	-617.421115476914	"0.0352452934100553_0.153471569014854"	"0.501210472823852_0.498789527176148"	NA
"49"	118	0.000758045446588373	0.0912253120117745	0.0828438105086336	0.0263760483112077	0.000758045446588373	0.00213340667720932	0.104006836421148	0.0231741069648826	0.000140635305070949	1.6927940752071e-05	0.999728356720108	NA	0.546669793115709	2.51424539668715	-729.231372123017	"0.0912253120117745_0.091233951362448"	"0.500000000000127_0.499999999999873"	NA
"50"	111	0.000798232229686936	0.0645640893890709	0.0724193877327265	0.0187189362720632	0.000798232229686936	0.00018574638409556	0.131945384753011	0.0504809950136135	0.00493036544547077	0.0102087819179715	0.00640015859633736	NA	0.268894389531919	1.45200457068254	-662.661167056074	"0.0645640893890709_0.144856945420004"	"0.567393382661092_0.432606617338908"	NA
"51"	98	0.000314771177491456	0.0796532153253776	0.0415161260510537	0.0352568455374005	0.176581617466292	0.24186363590491	0.0886941337084906	0.0213150220679848	0.000314771177491456	6.85299402699293e-05	0.370017294520625	NA	0.252159828815988	1.81968244365854	-588.561226286438	"0.0479941594128495_0.0796532153253776"	"0.466969465942924_0.533030534057076"	NA
"53"	107	2.37834637152798e-18	0.119139290305555	0.121004481583061	0.0112312820224496	2.37959278309545e-18	1.00488737912559e-18	0.121005484992756	0.0112312865918931	2.37834637152798e-18	1.00444479428907e-18	0.9999658654145	NA	0.999949594963345	1.5663647671952	-725.104199125596	"0.119138107966555_0.119139290305555"	"0.499999999999963_0.500000000000037"	NA
"52"	136	0.26546689257766	0.0458706508631616	0.0504414510288243	0.0410218180863196	0.26546689257766	0.22097626997266	0.135857867820882	0.035245864125932	0.00015986229796682	0.000178588778468439	0.0010028818719956	NA	0.114259519226201	1.24950699798193	-798.931550161112	"0.0458706508631616_0.136916079953246"	"0.500103330442821_0.499896669557179"	NA
"55"	93	7.03667822091287e-07	0.132292406558419	0.0670655604105966	0.0353843787493527	0.0694092736929506	0.0611864947011374	0.128949131270299	0.0248326569679781	7.03667822091287e-07	1.23502858592333e-06	0.0148648036816952	NA	0.152275200569758	1.26162966775544	-560.733908683426	"0.0650080441642078_0.132292406558419"	"0.492917318650399_0.507082681349601"	NA
"54"	114	0.000312005066942239	0.077156993549911	0.0776027025072062	0.0207415066684544	0.000312005066942239	0.000289204976253318	0.118434141356284	0.0264306908933908	3.36911307660379e-05	1.7896024579304e-05	0.0712311048883394	NA	0.224247085899853	1.72093759954911	-732.459913009613	"0.077156993549911_0.114181251028329"	"0.500534588668405_0.499465411331595"	NA
"56"	99	0.021786623583913	0.0696553734667714	0.0792661161482335	0.0298785117055116	0.021786623583913	0.00930935839238358	0.140526056079103	0.029037337436891	1.86625759657865e-06	4.84943262959687e-06	0.000676384670299068	NA	0.141472084597862	1.41177629316585	-624.895316553692	"0.0696553734667714_0.147272541451819"	"0.501257667969267_0.498742332030733"	NA
"57"	103	0.000318435325147764	0.0745558790873706	0.0707336965706201	0.0174244546134751	4.24785403401154e-05	9.65924893649381e-05	0.0746766868732789	0.0200050421348267	0.000318435325147764	0.000311795721911487	0.999996695221479	NA	0.881848168334802	1.58583329643992	-625.958116191321	"0.0745557496333209_0.0745558790873706"	"0.499999999999997_0.500000000000003"	NA
"59"	81	5.62614695016644e-05	0.0817298401502918	0.0746211696412471	0.0192056588598428	5.62614695016644e-05	0.000209486870166394	0.0856424687739489	0.0344197126406208	0.019966477700052	0.0149169541706874	0.999984022354792	NA	0.779769756162493	1.36814797763589	-481.158606156827	"0.0817298401502918_0.0817307285665153"	"0.500000000000035_0.499999999999966"	NA
"58"	103	8.61340795604294e-05	0.096733789108392	0.0911154421371212	0.0230231409096809	5.69642742352989e-05	0.000140170182923297	0.105391330021754	0.0236484934639886	8.61340795604294e-05	2.14131430665056e-05	0.999765473723909	NA	0.665349088463897	1.93233836869421	-648.75248974565	"0.0967263324960184_0.096733789108392"	"0.499999999999928_0.500000000000072"	NA
"60"	104	0.0722436345304351	0.0476228026369172	0.0365247982234233	0.0262206713737453	0.0722436345304351	0.166625927734438	0.0504008936772524	0.0203838379812304	0.0214026605067565	0.0150507695448421	0.999889578620452	NA	0.676088939092304	1.70124311067005	-659.296581699627	"0.0476228026369172_0.0476262755924328"	"0.500000000000116_0.499999999999884"	NA
"61"	107	0.000109931196163265	0.100952991899773	0.0284494029013725	0.0315228922386434	0.587832424645294	0.368837695818532	0.0953152515545532	0.0251244061629297	0.000109931196163265	0.000247262562949078	0.000265786906590737	NA	0.0971613330631214	1.1527836548987	-667.777325044618	"0.0171370295624607_0.100952991899773"	"0.490615140092233_0.509384859907767"	NA
"62"	101	0.000240337963810633	0.111798071250506	0.0997342895663502	0.0221325986671806	1.98471331607926e-06	1.79430048947898e-05	0.127083787631536	0.0293451784782426	0.000240337963810633	3.53809033074445e-05	0.999560526714621	NA	0.45682452005715	1.44044785192608	-629.653118347383	"0.11178448522097_0.111798071250506"	"0.499999999999564_0.500000000000436"	NA
"63"	101	8.58594522290168e-11	0.107326035841676	0.107422621035605	0.0150696109461051	1.66435265528576e-10	1.61033098167806e-10	0.11024428057892	0.0147858289902699	8.58594522290168e-11	3.29208339794834e-11	0.999770688769143	NA	0.893677506486038	1.82226490479088	-643.375784945117	"0.10731932968082_0.107326035841676"	"0.49999999999979_0.50000000000021"	NA
"64"	82	5.47816220525317e-06	0.100498163775551	0.0973716088283669	0.0206441388104265	5.47816220525317e-06	9.86102253140208e-06	0.104761054476027	0.0182417972576135	4.1414748053629e-07	1.5686552175062e-07	0.9997157538759	NA	0.78852240388313	1.82823461715558	-523.470244363085	"0.100498163775551_0.100507249074337"	"0.500000000000429_0.499999999999571"	NA
"65"	109	4.56043209569158e-07	0.0944927304458454	0.0913515376051039	0.0175972141404989	4.56043209569158e-07	9.88857325494659e-07	0.0962663505657173	0.0191584938671501	2.96070755334125e-06	2.00970920954319e-06	0.999786802580417	NA	0.85014603461427	1.43871498188229	-719.635565841955	"0.0944927304458454_0.0944986628467621"	"0.500000000000057_0.499999999999943"	NA
"66"	105	0.0217909257485724	0.0716180354113638	0.0762619136104639	0.0307501545124407	0.0217909257485724	0.0147413947887372	0.127893697413507	0.0300824471640666	1.2414957800321e-05	4.64839739085859e-05	0.00480079413839984	NA	0.230044555369769	1.49796831435568	-651.46256155594	"0.0716180354113638_0.138095712576218"	"0.500711884396957_0.499288115603043"	NA
"67"	109	1.28084300206933e-07	0.0739362187202818	0.0727881574188527	0.0130716948879319	1.28084300206933e-07	1.89723358912508e-07	0.074395946778489	0.0142786976399744	1.04509814437206e-06	9.11164180338296e-07	0.999856910490618	NA	0.933808976738247	1.29296289049298	-726.924754195056	"0.0739362187202818_0.0739403410762518"	"0.500000000000085_0.499999999999914"	NA
"68"	113	0.0450685580469066	0.0773493354518175	0.0598086533996541	0.0266511638349626	0.00446195480578976	0.0267897210232808	0.0960147219280686	0.0381651562344993	0.0450685580469066	0.0132949545860095	0.999991914085578	NA	0.436689425595758	1.5840687912896	-694.270025928376	"0.0773490776231697_0.0773493354518175"	"0.5_0.5"	NA
"69"	106	5.77957077335866e-06	0.15277533771868	0.0881711600514323	0.0361089006871203	0.0109295715399303	0.0162845743434849	0.154400395458904	0.031975464909207	5.77957077335866e-06	4.69394132718485e-06	0.0113627124624318	NA	0.169705247636212	1.62643713492431	-662.679615020558	"0.0935587955430998_0.15277533771868"	"0.499736088413367_0.500263911586633"	NA
"71"	101	2.14601632893169e-07	0.0883388370511173	0.0856639376810584	0.0158574270320725	2.14601632893169e-07	4.46751950916235e-07	0.0912861781760599	0.0251081643541848	0.000654964502568156	0.000440135072875205	0.999983994066285	NA	0.849839051745979	1.11966579540361	-636.128327407949	"0.0883388370511173_0.0883394064189048"	"0.500000000000026_0.499999999999974"	NA
"70"	109	8.63462616189991e-07	0.0992174975462851	0.0957226838528509	0.0164798696296248	2.43740287909199e-08	6.43647395163234e-08	0.101987104939408	0.018997147593819	8.63462616189991e-07	4.58456761927855e-07	0.999807435459304	NA	0.803290261957975	1.73617316028823	-706.726938891707	"0.0992117740470507_0.0992174975462851"	"0.499999999999902_0.500000000000098"	NA
"72"	126	0.000138774388420635	0.0838294633776925	0.0726957392907205	0.0213200737301207	0.000138774388420635	0.000875989625051035	0.0966114877598396	0.0278300883840603	0.00313723973757887	0.000711301415817585	0.999755307929549	NA	0.49512656508911	1.26932370561967	-770.509661900069	"0.0838294633776925_0.0838371735696002"	"0.500000000000243_0.499999999999757"	NA
"73"	108	8.34063216827188e-06	0.140543038189379	0.0886208384935772	0.026623499049083	0.00118592875076481	0.00119738224919974	0.142030769275683	0.0300112123018753	8.34063216827188e-06	6.82001431937635e-06	0.0126834646893874	NA	0.183087485142639	1.16581162383063	-698.744546996584	"0.0886995500697609_0.140543038189379"	"0.499919699228169_0.500080300771831"	NA
"75"	81	0.121921934712977	0.0363805216754286	0.0451676922348742	0.0232711447963598	0.121921934712977	0.0557886028767104	0.101793025057218	0.0357899240606462	0.00256190032148901	0.00565088972866433	0.00219153357400526	NA	0.184700490031397	1.3337852947783	-505.598977262063	"0.0363805216754286_0.111446447723467"	"0.506187349428146_0.493812650571854"	NA
"74"	93	9.80121278292206e-07	0.100553748648168	0.0939836205284222	0.019159483808733	9.80121278292206e-07	4.00694134048245e-06	0.107400847994184	0.0183869111265857	3.8111424683329e-07	7.75153874830459e-08	0.997692796013037	NA	0.613374027600599	1.45514157535278	-607.497168561789	"0.100553748648168_0.100619080843834"	"0.50000000000113_0.49999999999887"	NA
"77"	85	0.000734441763441989	0.108154361383601	0.0854935147490945	0.0308548457946761	0.000734441763441989	0.00688253598669351	0.122471805311651	0.0242609508314986	2.538103526552e-05	2.55178814791781e-06	0.999833470270358	NA	0.34613841120907	1.30254165111783	-519.637002122429	"0.108154361383601_0.108160531957188"	"0.500000000000181_0.499999999999819"	NA
"76"	111	2.99537113237195e-05	0.13841390481297	0.0325217045622225	0.0397328864892905	0.460290553440009	0.414836549042293	0.136843147226984	0.0317812709115658	2.99537113237195e-05	3.62809045285089e-05	6.34171711322296e-06	NA	0.0403301025667054	0.980109091247159	-678.326622683614	"0.0294408724766155_0.13841390481297"	"0.499013929757009_0.500986070242991"	NA
