"simNum"	"IVsNum"	"P_largestGroup"	"eff_largestGroup"	"eff_mean_minClass"	"sd_minClass"	"P_minClass"	"P_minClass_mean"	"eff_mean_maxClass"	"sd_maxClass"	"P_maxClass"	"P_maxClass_mean"	"corTest_1"	"result_1.chi2"	"CHVP_test"	"correct_factor"	"AIC_1"	"gamma_1"	"prop_1"
"78"	91	0.0235239232914929	0.0587286445059583	0.0494849411105129	0.0254896781741668	0.0235239232914929	0.0553417010473229	0.0691598698387915	0.0200901073410902	0.00437373835969411	0.000876501935632007	0.999632554649326	NA	0.544369209345537	1.36283624032797	-578.530095420033	"0.0587286445059583_0.0587395605323561"	"0.500000000000283_0.499999999999717"	NA
"79"	93	0.63955278555473	0.0136916013488503	0.0217312915736644	0.0291385195877899	0.63955278555473	0.457694040539434	0.127235948608492	0.0384800329778359	0.000628181377077672	0.00134815725407859	1.52802418473819e-06	NA	0.0288283869262652	1.30157304339579	-569.769420690022	"0.0136916013488503_0.136250820571885"	"0.503029916325894_0.496970083674106"	NA
"80"	94	0.175118135919826	0.0433509309415082	0.0536962181404779	0.0317271275741827	0.175118135919826	0.093910174070434	0.161514863456211	0.0471312339540962	0.000324374931644301	0.000910812810435907	2.61591180272802e-07	NA	0.0577344705831904	1.39348009718519	-572.287003082118	"0.0433509309415082_0.175998279227931"	"0.503746732579066_0.496253267420934"	NA
"81"	109	7.11200653081713e-06	0.156553781685082	0.0295588312108991	0.0391015827240209	0.570151139268861	0.451325025212191	0.149438555913407	0.0331678381427424	7.11200653081713e-06	1.6839178361802e-05	2.74759848206685e-07	NA	0.0193864956826166	0.996691393377753	-642.11270885367	"0.0222711487055552_0.156553781685082"	"0.493690164601207_0.506309835398793"	NA
"82"	123	0.0325232184290158	0.0487997590916741	0.0551908822705732	0.0225653411243507	0.0325232184290158	0.0158788902432036	0.127959241257196	0.0292281982045333	7.80327364230499e-06	2.54571965727798e-05	3.83305294420211e-05	NA	0.0487595873118062	1.30901717358033	-774.876812433307	"0.0487997590916741_0.136502226821348"	"0.506403439795653_0.493596560204347"	NA
"85"	109	4.27594576298281e-08	0.0731792132296723	0.0732303330181738	0.0124069401905524	4.27555588283823e-08	4.19232264174113e-08	0.0732330804128791	0.0124073408824947	4.27594576298281e-08	4.19173064495256e-08	0.999928982315884	NA	0.999875067791526	0.96640366443866	-727.843232547476	"0.073177096888766_0.0731792132296723"	"0.499999999999933_0.500000000000068"	NA
"83"	92	0.000119014842117059	0.115031718619632	-0.0332592846566838	0.0422877251575806	0.389193062886421	0.433618170968367	0.107215954673714	0.028601127967293	0.000119014842117059	0.000312008403448673	3.36062422334749e-09	NA	0.00593000239571114	1.56265683958001	-556.784214664451	"-0.0365882021931962_0.115031718619632"	"0.49613538103226_0.50386461896774"	NA
"84"	93	3.15878391158192e-08	0.157839766336065	0.022990386930555	0.0378448773940698	0.856054775803579	0.545022295226543	0.144074352033865	0.0261115099143611	3.15878391158192e-08	3.14125403267237e-07	7.63894281163857e-10	NA	0.00845156813493981	1.46109048528481	-571.394872174962	"0.00688430323481561_0.157839766336065"	"0.498159605165718_0.501840394834282"	NA
"87"	86	0.00879477111447197	0.108504158302092	0.0910192758094663	0.0316453935615299	0.000938735912808408	0.00508626201446299	0.131245933233126	0.0404584523579774	0.00879477111447197	0.00168588523688297	0.999630317814161	NA	0.43353322800158	1.09003266840467	-510.811732012496	"0.108489696218727_0.108504158302092"	"0.4999999999995_0.500000000000499"	NA
"86"	107	2.78149874583079e-05	0.0996972704545494	0.0705017498591383	0.0268382484927774	0.000753787380810991	0.00989303859772051	0.118488106407564	0.0227545828184339	2.78149874583079e-05	9.47120510186194e-07	0.752013683647455	NA	0.172634687778695	1.48529814876973	-673.369159662434	"0.0996972704545494_0.093129287936498"	"0.503400411077041_0.496599588922959"	NA
"88"	102	0.00510293684935278	0.0928335497223335	0.0735920000612741	0.0363899335546286	0.0122419119080212	0.0457872985367433	0.108619500432153	0.0324249899456987	0.00510293684935278	0.00113775176976421	0.999921191141719	NA	0.472352114023345	1.78914859851142	-598.424496134829	"0.0928301710063952_0.0928335497223335"	"0.499999999999857_0.500000000000143"	NA
"89"	128	0.000684021872039292	0.0769232300623398	0.0578951357388218	0.020507992137073	0.000358491330244604	0.00552409754542368	0.0907734693576887	0.0220943330599061	0.000684021872039292	7.09078414458878e-05	0.927300438857629	NA	0.275421150945414	1.22884438902901	-807.134189025812	"0.075219042768479_0.0769232300623398"	"0.496793460428828_0.503206539571172"	NA
"90"	109	0.000390769663697552	0.0983413975013562	0.0394923088904957	0.0308273733832418	0.141564969390612	0.202909831240527	0.104992307323368	0.0268626132768392	0.000390769663697552	0.000162389848200606	0.0247575995268909	NA	0.109179975955708	1.4938292424358	-691.563408720597	"0.0456499195234436_0.0983413975013562"	"0.497561431259814_0.502438568740186"	NA
"91"	111	1.46423796268305e-06	0.0931359841036349	0.0899250012699752	0.018283304392322	1.46423796268305e-06	3.0759429820947e-06	0.0957102338589157	0.0168347857573061	2.15548442294422e-07	1.08743379656562e-07	0.999673145115402	NA	0.815936345856563	1.55068929849946	-720.196451877615	"0.0931359841036349_0.093145134553058"	"0.500000000000128_0.499999999999872"	NA
"92"	102	2.3542366721034e-05	0.107337759634608	0.1005106276811	0.0241104884585428	2.20138723580684e-05	6.47881542815896e-05	0.115613348663182	0.0242060625674944	2.3542366721034e-05	6.06251156915894e-06	0.999760185595363	NA	0.658451531980204	0.992368401009196	-635.493749087425	"0.107330387659753_0.107337759634608"	"0.499999999999846_0.500000000000154"	NA
"93"	97	6.91583937243236e-09	0.11625940639531	0.0651991678396609	0.0301085351071549	0.0702368145955708	0.0328295046452315	0.110230894853904	0.0182880961989122	6.91583937243236e-09	3.08112346292134e-08	0.010716409763448	NA	0.201139817169511	1.04520838472514	-609.157254690358	"0.0551218612424679_0.11625940639531"	"0.494976975656063_0.505023024343937"	NA
"94"	102	1.21232847330606e-06	0.137586164403008	0.0633269928298646	0.0333107480915194	0.092341362194876	0.060139732402087	0.133953887058298	0.0266386238815973	1.21232847330606e-06	2.14871986334185e-06	0.000502730450558486	NA	0.0977473797751383	1.36635605250207	-648.393334045469	"0.0566048551900116_0.137586164403008"	"0.498970528107082_0.501029471892918"	NA
"96"	97	8.48237592632717e-09	0.0893700053061076	0.0859361795793096	0.014157741662074	8.48237592632717e-09	2.54639182013767e-08	0.0889355124321614	0.0142933478531598	1.11294197101803e-08	1.27958601372543e-08	0.999857142755603	NA	0.881486053272514	1.22852510471273	-628.08127714671	"0.0893700053061076_0.0893742652006117"	"0.50000000000019_0.49999999999981"	NA
"95"	108	0.00139800927734764	0.0925588355756665	0.0361046146152605	0.0335462392178596	0.395142836262665	0.284229846877362	0.0846289674981651	0.0282125460697889	0.00139800927734764	0.0033620768447156	0.00455277714468627	NA	0.268277645578774	1.25752121476624	-685.714984681557	"0.0286405861315392_0.0925588355756665"	"0.49858511003451_0.50141488996549"	NA
"98"	97	0.0026457756844537	0.0782927639352688	0.0606124047089421	0.0258380677395062	0.00314594162221641	0.0210405663962601	0.0940563839399313	0.0253649687796708	0.0026457756844537	0.000349522817544994	0.999606183599114	NA	0.355656106668941	1.32099872405007	-599.266689808035	"0.0782800201742096_0.0782927639352688"	"0.499999999999639_0.500000000000361"	NA
"97"	102	0.117153619102008	0.0544128678124733	0.0702083943147968	0.0344309081579951	0.117153619102008	0.0440510131686601	0.138127894281596	0.0382508958913252	6.72060738090934e-05	0.000476767693988761	1.17900114626757e-05	NA	0.186925495828952	1.93451486256239	-629.335900645859	"0.0544128678124733_0.159083430744495"	"0.504737344596708_0.495262655403292"	NA
"99"	92	0.172117737493892	0.0407545638636183	0.0505262190201696	0.0296124982991884	0.172117737493892	0.0913729549764571	0.114728172159604	0.0363430853983102	0.00112220980337443	0.00216365715469226	0.000523281927711228	NA	0.170843003078599	1.2479255517889	-583.456220853597	"0.0407545638636183_0.122293910060185"	"0.500725850660383_0.499274149339617"	NA
"100"	108	7.94854424007492e-09	0.110097164655031	0.0875929100092265	0.020375940457787	0.000181606165860818	3.80034526734604e-05	0.106093165133417	0.0175724412547855	7.94854424007492e-09	2.29665478467638e-08	0.172378133973693	NA	0.491722986521685	1.33821297604748	-688.64314890026	"0.0790348905157215_0.110097164655031"	"0.493979166179623_0.506020833820377"	NA
