simNum	IVsNum	plei_test	P	eff
75	81	0.203	3.94142697565586e-05	0.073436568640165	
59	81	0	1.55170408070696e-06	0.0855628994540215	
77	85	0.024	9.07067368577533e-09	0.107916032710651	
87	86	0.001	2.23563720151489e-08	0.110570156392467	
99	92	0.119	9.29177967645347e-07	0.0869362607965126	
25	94	0.378	4.81577115180253e-07	0.0810244522515387	
79	93	0.001	0.00010293608788595	0.0729331141362046	
83	92	0.001	0.00770133587616279	0.0490516972382317	
15	93	0.563	1.26594635825844e-09	0.100383896457275	
93	97	0.11	1.66585942505947e-07	0.0868848432951045	
55	93	0.003	3.84668878352843e-09	0.108132607368625	
41	97	0.025	1.67310454504499e-09	0.0997692634839491	
63	101	0.179	8.83924879183691e-11	0.111248152265497	
43	97	0.036	4.22153443614479e-07	0.0854657792916242	
45	98	0	2.988444609838e-05	0.0755598145761235	
35	99	0.3	1.99234797797709e-05	0.0672306153016781	
71	101	0.037	2.53295200007026e-07	0.0818237263387877	
51	98	0	4.24705567101047e-05	0.0675212592309801	
7	103	0.208	9.48086231880356e-08	0.0890344263489547	
37	104	0.439	2.91388194998542e-08	0.0837195573090236	
13	105	0.172	4.91552250120413e-08	0.0859852298664125	
97	102	0.037	7.46140097787914e-09	0.0994921789388769	
69	106	0.035	1.29332118154239e-11	0.123306395429522	
29	103	0.587	8.3279650295378e-09	0.0839807252569052	
3	109	0.123	7.16282443223553e-09	0.0916006329460803	
33	103	0.036	1.80885078589977e-07	0.0897391398825987	
57	103	0	1.04303086825731e-06	0.0810591751888758	
73	108	0.451	4.45587364444115e-13	0.113301879277558	
65	109	0.832	5.07741491932929e-11	0.0955498960232909	
67	109	0.875	1.21575806003406e-07	0.0740172672888743	
95	108	0.054	6.72488556926717e-05	0.0635575530812459	
39	107	0.348	1.00123678843885e-05	0.0655964348666854	
91	111	0.303	1.55645254047985e-09	0.0933356056585705	
81	109	0	6.16484688925912e-08	0.0998784501430901	
61	107	0.011	1.81636167182435e-05	0.0673378378162719	
19	105	0.001	1.65468980005285e-06	0.0812009095073192	
85	109	0.938	3.40217447504588e-08	0.0727375406152033	
53	107	0.999	1.07603629250163e-18	0.119880336829906	
21	113	0.004	0.000757440872921822	0.0471064559602864	
31	115	0.465	7.26783374007698e-07	0.0714934373772344	
23	110	0	2.3884400095971e-08	0.096240492626646	
5	109	0.047	1.14604964857416e-08	0.0967230381008516	
9	116	0.201	7.38918979422275e-07	0.0735283438640773	
17	120	0.588	8.54202477122881e-12	0.0977963300900201	
11	115	0.004	1.11282513597863e-07	0.0787664359093658	
1	120	0.356	6.21303171202095e-12	0.102329739151517	
47	114	0.197	1.34942035151066e-14	0.122722946579277	
49	118	0.003	3.40996799194007e-08	0.0876145864738967	
27	126	0.012	3.51240516463592e-12	0.107884476451007	
89	128	0.036	2.67839838105685e-08	0.0808414616986081	
78	91	0.125	0.000183763416736754	0.0619513856748724	
64	82	0.581	1.88788554405418e-08	0.100719514986971	
60	104	0.065	0.00225537967124713	0.049522386401432	
84	93	0.023	6.63638999479316e-06	0.0833191535968544	
80	94	0.001	5.5337675682167e-08	0.103256554574693	
88	102	0	1.45278533812733e-07	0.0869881311495	
16	94	0.253	9.53290554827091e-06	0.0722006584238622	
46	89	0.132	4.03493255095244e-09	0.107833469925081	
76	111	0.001	1.07542003132475e-07	0.0917732244495279	
56	99	0.147	4.29679130277243e-10	0.110521313986081	
38	93	0.095	3.61793445861566e-11	0.127227836066421	
100	108	0.174	1.64348012800427e-08	0.0937514852460753	
26	106	0.642	2.43454907247108e-10	0.0937871074842478	
74	93	0.364	3.33780278242886e-09	0.0996876168841572	
94	102	0.087	1.90660218004034e-08	0.0963743718238426	
96	97	0.798	1.58037088611245e-09	0.0896050460220943	
98	97	0.042	3.83988244184944e-07	0.0853043677581654	
30	96	0.088	5.44973087991783e-07	0.0872888031826769	
12	90	0.145	3.10392553106749e-06	0.0818781885760787	
58	103	0.02	8.32149223450347e-09	0.102628182567304	
62	101	0.053	1.47908249102351e-10	0.111685735432489	
44	107	0.174	2.61079070177165e-07	0.0789661249208793	
66	105	0.032	4.54778139212985e-09	0.102994080646295	
14	105	0.006	1.479837974442e-09	0.103156159462751	
70	109	0.356	2.91272192046707e-10	0.0997777773139154	
92	102	0.054	1.05021059308411e-09	0.107932299499027	
24	96	0.002	2.72060585883012e-09	0.112305914709673	
68	113	0.002	8.44346458912873e-06	0.0761133760139478	
4	109	0	3.32540288912059e-09	0.103494216892598	
34	108	0.004	2.78737063410528e-08	0.0927138417957832	
20	101	0.039	1.4646326661185e-07	0.0840538228736576	
8	119	0.198	1.30702500271203e-05	0.0642576999316372	
36	112	0	1.16397494956548e-07	0.0892504328205587	
40	115	0.004	6.87879479657856e-07	0.082633521151277	
86	107	0.075	5.54533409729523e-09	0.0967267212219234	
10	103	0.718	5.88725410133895e-06	0.0644204077380122	
2	108	0.339	2.5108313634284e-11	0.107671160942043	
32	109	0	6.16628351008615e-09	0.107183222511936	
48	100	0.007	6.05889217545428e-08	0.0947255252099711	
18	106	0.476	5.83412389223073e-09	0.0893411035288946	
72	126	0	2.5280684840784e-08	0.0842628097581705	
54	114	0.222	5.50094274733648e-10	0.0964155770160841	
6	108	0.469	2.19942079559005e-06	0.0692043352764468	
50	111	0	4.05303080984059e-08	0.0796116102319237	
42	123	0	1.12293262760278e-09	0.0945571682389485	
82	123	0.013	2.07318079478199e-09	0.0864690172905683	
90	109	0.037	8.34072368880893e-08	0.0811706066566034	
28	120	0.077	5.89538169386911e-08	0.0847643025344587	
22	123	0	4.53745999612347e-05	0.0693605983633318	
52	136	0	1.40859388265932e-08	0.0889195349445274	
