simNum	IVsNum	P_random	eff_random	AIC_random	gamma_random	prop_random	P_fixed	eff_fixed	AIC_fixed	gamma_fixed	prop_fixed
78	99	0.000101999151240768	-0.111192962934577	-665.020900550097	-0.111192962934577_-0.111191069656283	0.500000000000058_0.499999999999942	0.000101999151241494	-0.111192962934577	-669.020900550097	-0.111192962934577_-0.111191069656283	0.500000000000058_0.499999999999942
22	84	0.0600721455203769	-0.0786953636288993	-541.016296919458	-0.0787031329325006_-0.0786953636288993	0.499999999999614_0.500000000000386	0.0600721455203769	-0.0786953636288993	-545.016296919458	-0.0787031329325006_-0.0786953636288993	0.499999999999614_0.500000000000386
1	106	0.0122301360877405	-0.104784165868235	-670.910245557949	-0.104784165868235_-0.104774941736757	0.500000000000255_0.499999999999745	0.0122301360877405	-0.104784165868235	-674.910245557949	-0.104784165868235_-0.104774941736757	0.500000000000255_0.499999999999745
72	106	0.048160534322175	-0.0759999507732307	-681.490097695186	-0.0759999507732307_-0.0759913528898913	0.500000000000231_0.499999999999769	0.048160534322175	-0.0759999507732307	-685.490097695186	-0.0759999507732307_-0.0759913528898913	0.500000000000231_0.499999999999769
16	122	0.031483060886351	-0.0713222087514567	-799.512241142469	-0.0713222087514567_-0.071317078675379	0.500000000000043_0.499999999999957	0.031483060886351	-0.0713222087514567	-803.512241142469	-0.0713222087514567_-0.071317078675379	0.500000000000043_0.499999999999957
99	98	0.0287382969209264	-0.084220298283922	-644.826085067012	-0.0842273339526283_-0.084220298283922	0.499999999999794_0.500000000000206	0.0287382969209264	-0.084220298283922	-648.826085067012	-0.0842273339526283_-0.084220298283922	0.499999999999794_0.500000000000206
84	107	0.0632004275835103	-0.0672644882839682	-682.044504540393	-0.0672664490528919_-0.0672644882839682	0.499999999999935_0.500000000000065	0.0632004275835103	-0.0672644882839682	-686.044504540393	-0.0672664490528919_-0.0672644882839682	0.499999999999935_0.500000000000065
92	105	0.939017316608156	-0.00152555680287716	-640.446370509963	-0.195234083607522_-0.00152555680287716	0.496871965543985_0.503128034456015	0.939017316608156	-0.00152555680287716	-644.446370509963	-0.195234083607522_-0.00152555680287716	0.496871965543985_0.503128034456015
21	120	0.102929339636283	-0.066792430751301	-778.483930529523	-0.066799116149683_-0.066792430751301	0.499999999999756_0.500000000000244	0.102929339636283	-0.066792430751301	-782.483930529523	-0.066799116149683_-0.066792430751301	0.499999999999756_0.500000000000244
50	92	0.00358344994942479	-0.100347169234502	-612.11265948721	-0.100350653558252_-0.100347169234502	0.499999999999845_0.500000000000155	0.00358344994942479	-0.100347169234502	-616.11265948721	-0.100350653558252_-0.100347169234502	0.499999999999845_0.500000000000155
