"simNum"	"IVsNum"	"P_largestGroup"	"eff_largestGroup"	"eff_mean_minClass"	"sd_minClass"	"P_minClass"	"P_minClass_mean"	"eff_mean_maxClass"	"sd_maxClass"	"P_maxClass"	"P_maxClass_mean"	"corTest_1"	"result_1.chi2"	"CHVP_test"	"correct_factor"	"AIC_1"	"gamma_1"	"prop_1"
"29"	119	0.00112490356542579	-0.0965909318498964	-0.112831488787483	0.0249676943080062	0.000179374027846162	1.48471267423308e-05	-0.0797987513535929	0.0289262837191327	0.00112490356542579	0.00672861958891345	0.999451770285127	NA	0.387328648409815	1.30435760419187	-755.436758742725	"-0.0966059712957796_-0.0965909318498964"	"0.499999999999465_0.500000000000535"	NA
"31"	106	2.43076339678716e-07	-0.11020213095522	-0.108467389829927	0.0199525758674571	2.43076339678716e-07	3.56126719192124e-07	-0.0739065611641454	0.0255288913942102	0.00454277155177609	0.00461266777439328	0.122876540864216	NA	0.286126799159028	1.4861506541124	-664.636064385246	"-0.11020213095522_-0.0740387661360211"	"0.508569016745976_0.491430983254024"	NA
"32"	105	9.73063592885822e-05	-0.0776920376037552	-0.101459418062496	0.0228877403581782	1.96290812437915e-05	2.31089322130959e-05	-0.0767317137924132	0.0191630605620102	9.73063592885822e-05	0.000116990122653108	0.254421125110842	NA	0.407457592218803	1.8242462026289	-677.190213906743	"-0.102414588576119_-0.0776920376037552"	"0.499850769564242_0.500149230435758"	NA
"33"	117	1.8682350512408e-07	-0.0885854932473941	-0.0962172048380466	0.0159737807738351	1.8682350512408e-07	2.06131941136769e-08	-0.0823286835064322	0.0218234043423614	8.98633527949952e-05	0.00025609957926318	0.999671217803511	NA	0.607575679431884	1.71089242231179	-740.429862338088	"-0.0885854932473941_-0.0885763567550051"	"0.500000000000438_0.499999999999563"	NA
"34"	110	0.000797039056909926	-0.0692286187403178	-0.136093540795356	0.0306704358436614	8.36125063336207e-06	2.18793231816977e-05	-0.0733457139364816	0.0200634657245218	0.000797039056909926	0.000396418799225884	0.00131898064726865	NA	0.0868809554562344	1.2270778810043	-703.912264439791	"-0.143478445837819_-0.0692286187403178"	"0.494282109708115_0.505717890291885"	NA
"36"	123	6.45718797611261e-05	-0.0979611065812259	-0.115117577894444	0.027019830850402	0.000420997231117773	4.03777205207048e-05	-0.0814011834877407	0.023669405732317	6.45718797611261e-05	0.000799338875283806	0.999431300839339	NA	0.34792149706872	1.30115167397916	-776.519564081358	"-0.097976944310522_-0.0979611065812259"	"0.499999999999659_0.500000000000341"	NA
"35"	109	0.000565190749225416	-0.0839567080991682	-0.0976760115216824	0.0236266691071942	0.000565190749225416	7.06248183724033e-05	-0.0618944104305175	0.0306964769873637	0.00731985629820935	0.046246924329381	0.998612971959295	NA	0.355629448964676	1.42485360760215	-677.179168396839	"-0.0839567080991682_-0.0839151971613436"	"0.500000000000388_0.499999999999612"	NA
"37"	99	0.000110796008466701	-0.0998662752987002	-0.105029861005703	0.0247885820290575	0.000110796008466701	5.12289498643836e-05	-0.0272779488345241	0.0306413555563455	0.3909699978407	0.375520994384687	0.00753910411476455	NA	0.0485229839544874	1.7316715524508	-604.676077260535	"-0.0998662752987002_-0.0264028841231704"	"0.528819928971346_0.471180071028654"	NA
"38"	101	0.00346975247120535	-0.0882396039267764	-0.11344952849652	0.0294719647566988	0.00346975247120535	0.000208863342003156	-0.0578325891412999	0.0414758329241563	0.0358594130091147	0.166296584511486	0.999688846856567	NA	0.274356010070216	1.40359705982239	-611.650179541838	"-0.0882396039267764_-0.0882292212058827"	"0.500000000000089_0.499999999999911"	NA
"39"	113	0.000367786856090353	-0.062553993495445	-0.0654341221896454	0.0163936174147888	0.000222477577749911	0.000117647545363007	-0.0580433738003517	0.0170257521176108	0.000367786856090353	0.000906628194098897	0.999744012557878	NA	0.75450881263378	1.54964925147332	-732.834791320207	"-0.0625613869260022_-0.062553993495445"	"0.499999999999756_0.500000000000244"	NA
"40"	94	0.00680883685873894	-0.0996849667738576	-0.118672882154725	0.0360149142069646	0.00680883685873894	0.00139324225282589	-0.0811244734539257	0.0341789983934126	0.0044366405276082	0.0196765316877148	0.999952743123574	NA	0.449506417195695	1.47583047580333	-557.47572051656	"-0.0996849667738576_-0.0996830327784272"	"0.500000000000043_0.499999999999957"	NA
"41"	82	0.00335510987916394	-0.0976004095905243	-0.113464599776897	0.0318500276630265	0.00296150167550518	0.000618899189464733	-0.0821373717751953	0.032290768789588	0.00335510987916394	0.0128706107876901	0.99994560665206	NA	0.489751181775811	1.61462111841923	-496.089506236767	"-0.0976028355593478_-0.0976004095905243"	"0.499999999999993_0.500000000000007"	NA
"42"	117	0.00432440932913968	-0.0757357161550449	-0.0913064140602392	0.0260194239560265	0.00432440932913968	0.000640799053290647	-0.0594077865258819	0.0274493602621847	0.00674430336307244	0.0324934074395365	0.999666727175646	NA	0.399007117691888	1.7789652158183	-720.622702464546	"-0.0757357161550449_-0.0757255349656544"	"0.500000000000174_0.499999999999826"	NA
"43"	98	0.0195749314053134	-0.059696382333736	-0.107050579929214	0.0281642360996034	8.65321490643343e-05	0.000251759431823071	-0.0668335973061084	0.0251477664312733	0.0195749314053134	0.00920366411441619	0.0122621117535553	NA	0.28681400818035	1.24759844858456	-631.248043429558	"-0.115417023909587_-0.059696382333736"	"0.498231636378657_0.501768363621343"	NA
"44"	96	0.00054654705746054	-0.0908804724429615	-0.101702589796175	0.02539728732402	0.00054654705746054	0.000123341987595791	-0.0836698879841937	0.0209663638801416	3.63212186332029e-05	0.000129643103412525	0.999906220193032	NA	0.584000849679352	1.37070046224538	-596.873507264187	"-0.0908804724429615_-0.0908774253472644"	"0.500000000000143_0.499999999999857"	NA
"46"	111	1.56304168426699e-05	-0.0749139636404407	-0.0782888458255368	0.0152042622788933	2.95768363327733e-06	1.15662366705019e-06	-0.0728649855502454	0.0165722980951918	1.56304168426699e-05	2.54657870365916e-05	0.999658369540351	NA	0.809427138800071	1.40771203551158	-727.030770751567	"-0.0749233470030088_-0.0749139636404407"	"0.499999999999859_0.500000000000141"	NA
"45"	115	0.0261128076983253	-0.051500183343793	-0.111456944974188	0.0288005698828826	6.00577923515485e-05	0.000181809030734629	-0.0606578603189925	0.0228491882937072	0.0261128076983253	0.00907285756518686	0.00168540424650265	NA	0.1670396492083	1.14977199950582	-732.529005040603	"-0.120046448144937_-0.051500183343793"	"0.498218199396189_0.501781800603811"	NA
"47"	123	0.590855555546152	-0.0177224682707401	-0.130339211493162	0.0365684017976297	0.000164554446064446	0.000521803943863458	-0.0289247233451984	0.0328790753907876	0.590855555546152	0.380734926950443	3.21058069019386e-09	NA	0.0391815665198713	1.62967884270252	-764.939508741452	"-0.142203241380751_-0.0177224682707401"	"0.498474733790049_0.501525266209951"	NA
"48"	96	0.00219350124780988	-0.0746780569135767	-0.140847711617712	0.0292164433526332	4.58963354552793e-06	5.41950870000281e-06	-0.0810988296454998	0.0237186330906286	0.00219350124780988	0.000926820664074329	0.0101611941193873	NA	0.11235170203001	1.68395117940767	-609.86445474523	"-0.142051323073321_-0.0746780569135767"	"0.483043968419542_0.516956031580458"	NA
"49"	111	0.00129186581978112	-0.0834981115259431	-0.0772298015070508	0.0252809906567095	0.00129186581978112	0.00282528429139722	0.0184593281486123	0.0364594733359837	0.515933803330187	0.613661300560358	1.80576845187908e-06	NA	0.0310237058061154	1.15424878573777	-698.903073366331	"-0.0834981115259431_0.0237617868232975"	"0.500640013439395_0.499359986560605"	NA
"50"	102	0.414978567454934	-0.0250952325767222	-0.156302309959527	0.0333340564364065	2.66857512233519e-06	8.61773523759555e-06	-0.0358333911689502	0.03065869878549	0.414978567454934	0.245241961418671	2.793596465267e-10	NA	0.00781429863998971	1.47908293184826	-635.640190763857	"-0.165884414817592_-0.0250952325767222"	"0.499388417263597_0.500611582736403"	NA
"51"	105	0.000561624442574452	-0.125986030209814	-0.139277873401604	0.0353941152531957	0.000561624442574452	0.000150456687887444	-0.0679947693328113	0.0375155972342749	0.0364188388656618	0.0728033751765282	0.0519811333858189	NA	0.166947860431498	1.47506366084672	-651.637252498068	"-0.125986030209814_-0.0795183754196941"	"0.500095946907806_0.499904053092194"	NA
"52"	97	5.52466950143476e-07	-0.104912389310795	-0.10816758380111	0.0195437791063417	5.52466950143476e-07	2.70288894138026e-07	-0.0832594267378101	0.0208588174978106	7.94712985882103e-05	0.000128401141439953	0.420185324301876	NA	0.383535963954511	1.68262740839573	-620.666550908979	"-0.104912389310795_-0.0860007836046986"	"0.504542958756703_0.495457041243297"	NA
"53"	97	0.000173187892781555	-0.0931445498422119	-0.0859282766911097	0.0238328914193653	0.000173187892781555	0.000496527087227444	-0.0402086769574964	0.0309683481477065	0.265981854861552	0.19726732580772	0.00997917606426624	NA	0.242011162647719	1.60898282869381	-616.584480844929	"-0.0931445498422119_-0.0346499621790975"	"0.501163342497089_0.498836657502911"	NA
"54"	106	0.00118481727975963	-0.085316176335455	-0.09957082490926	0.0255923400598985	0.00118481727975963	0.000175727003076848	-0.0697070580935152	0.0278174121660365	0.002804424703429	0.0137497455660689	0.993139732636146	NA	0.429490185201679	1.24727610210051	-687.147559808109	"-0.085316176335455_-0.0851385698763869"	"0.500000000005594_0.499999999994406"	NA
"55"	96	8.79042149367776e-06	-0.10329741503731	-0.110588266047537	0.0219788360198776	8.79042149367776e-06	2.29784617459225e-06	-0.0986240151057306	0.0199476909784714	1.25200435942239e-06	3.28822573612258e-06	0.999713973255534	NA	0.686881633611319	1.43084210478268	-628.47303346414	"-0.10329741503731_-0.103289257170292"	"0.500000000000068_0.499999999999932"	NA
"56"	111	1.40081343290602e-07	-0.0727702894425631	-0.0776569374135159	0.013821341378636	6.99702054207925e-07	1.46844866981813e-07	-0.0750601178578646	0.0129274897526812	1.40081343290602e-07	6.27570957381495e-08	0.999783565322259	NA	0.8908588500872	1.18159189983981	-738.094535541416	"-0.0727761822146986_-0.0727702894425631"	"0.499999999999765_0.500000000000235"	NA
"58"	124	1.11292068745983e-06	-0.0917328633534947	-0.142088542568219	0.0287226550183375	3.16122629668136e-07	2.41909826559448e-06	-0.0962237435896146	0.0178943635326417	1.11292068745983e-06	3.65806651110293e-07	0.00116630783999128	NA	0.175318470676082	1.27081440527815	-805.027646578801	"-0.155382467848187_-0.0917328633534947"	"0.492920210140223_0.507079789859777"	NA
"57"	111	0.000338594489808176	-0.0710611814223666	-0.0802901205951533	0.0192065322244311	0.000338594489808176	5.8640482418208e-05	-0.0609762611588922	0.018557169808142	0.000290761261612724	0.00136465222675275	0.95580062050806	NA	0.469570431923361	1.4381780712377	-727.246002141628	"-0.0710611814223666_-0.0694627172530446"	"0.50154184524127_0.49845815475873"	NA
"59"	87	0.34680497727492	-0.0341370608932856	-0.11194669964674	0.0278815473025095	4.70614167051182e-05	0.000126634127154753	-0.0460360184570125	0.0360861367270988	0.34680497727492	0.205487467001348	0.000787476362166473	NA	0.148365281862613	1.04344032085094	-553.2238129323	"-0.119535661961891_-0.0341370608932856"	"0.499969653993718_0.500030346006282"	NA
"61"	99	3.19983491987463e-08	-0.113320723421326	-0.120667539071671	0.01886056789281	3.19983491987463e-08	5.41228228154862e-09	-0.106420650767419	0.0238881577159583	7.14531945937771e-06	2.22973636933941e-05	0.999728779092685	NA	0.639720566476679	1.73704793509895	-619.015828117164	"-0.113320723421326_-0.113312622537755"	"0.500000000000091_0.499999999999909"	NA
"62"	111	5.10439553292171e-08	-0.115917606634294	-0.118645642973662	0.0172394674002548	8.20187439535749e-10	3.79377371720951e-10	-0.113269603310601	0.0198102706400699	5.10439553292171e-08	9.38845171251816e-08	0.999724074633185	NA	0.83779492218515	1.61064104769479	-721.955190595743	"-0.115925361306062_-0.115917606634294"	"0.49999999999984_0.50000000000016"	NA
"60"	126	7.38557160031035e-06	-0.0959794239276244	-0.120831355162742	0.0233100763969886	2.10006541817408e-06	8.48918638863951e-07	-0.0901163814016889	0.02051487610727	7.38557160031035e-06	2.36092683483258e-05	0.392905019382562	NA	0.322589790973311	2.20064418351332	-792.797882546395	"-0.115989695769971_-0.0959794239276244"	"0.498256661978143_0.501743338021857"	NA
"65"	106	2.775280915175e-05	-0.104147372947628	-0.116757806583316	0.0285844303433322	0.000419177528518362	8.64460147462708e-05	-0.0936198779855127	0.0237568890010585	2.775280915175e-05	0.000146624590760485	0.9995332888974	NA	0.533598018599385	1.28801338607949	-682.626072159621	"-0.104160482614243_-0.104147372947628"	"0.499999999999538_0.500000000000462"	NA
"64"	91	0.0130129602752549	-0.0895253213168533	-0.112182395951196	0.0353323902027737	0.0130129602752549	0.00205153568421231	-0.0600476418238365	0.0332028983578767	0.0132848017415351	0.0738673692329345	0.826439492009609	NA	0.282252741924995	1.29874710075132	-537.27675008191	"-0.0895253213168533_-0.0838711939751151"	"0.559556551065609_0.440443448934391"	NA
"63"	107	3.5841793539619e-07	-0.0771466078372328	-0.152389969703055	0.038435426719593	0.000268300807930179	0.0001336326225039	-0.0769587754482441	0.0142039328591047	3.5841793539619e-07	3.79788820655575e-07	0.0383928186460669	NA	0.0656417596472852	1.454778552543	-640.645635365623	"-0.144926476221064_-0.0771466078372328"	"0.440811016594521_0.559188983405479"	NA
"67"	100	3.67234841102994e-05	-0.0859395306960499	-0.0883981819520485	0.0153254725567173	1.85577797258179e-07	9.167998277478e-08	-0.0808798078816841	0.0198798898449885	3.67234841102994e-05	9.5208161022904e-05	0.999711270678322	NA	0.764543203252593	1.86691880430866	-661.372033265868	"-0.0859476387608071_-0.0859395306960499"	"0.499999999999694_0.500000000000306"	NA
"66"	113	3.64611884483443e-06	-0.0970236039540832	-0.105157077426987	0.0282496589232005	0.000832662073678967	0.000310434101327962	-0.089777903164938	0.0199101326226688	3.64611884483443e-06	1.61082068199448e-05	0.999800045698751	NA	0.656328774689019	1.21175535839526	-683.783046845645	"-0.0970300815772061_-0.0970236039540832"	"0.499999999999813_0.500000000000187"	NA
"68"	106	1.65805739524665e-10	-0.1419547883514	-0.141102632172363	0.020037658925178	1.65805739524665e-10	2.04039054197043e-10	-0.0643019336792254	0.0302473439141882	0.0498281046242384	0.0358584361915057	0.00045319660829346	NA	0.0342810365767486	1.53260978088946	-673.268235254114	"-0.1419547883514_-0.0600207936223563"	"0.503153447857401_0.496846552142599"	NA
"71"	113	1.8570870137545e-08	-0.0885378709296745	-0.0939502759398599	0.0167124471549352	5.92039500700417e-07	1.40503733546576e-07	-0.0881655492329817	0.0146063650557889	1.8570870137545e-08	2.09217561270622e-08	0.99980347138598	NA	0.794383216891142	1.02197467459314	-729.80013790507	"-0.088543287111505_-0.0885378709296745"	"0.499999999999714_0.500000000000286"	NA
"70"	109	2.0575085892207e-05	-0.100823975523538	-0.100544295631242	0.0226327761625787	2.0575085892207e-05	2.15993363832986e-05	-0.0624342919651715	0.0255989090366845	0.0113486865091271	0.016359819485266	0.0974908647538015	NA	0.264710710584085	1.87883619882832	-702.100850078712	"-0.100823975523538_-0.0659405625481788"	"0.500203826904088_0.499796173095912"	NA
"73"	112	0.001973320149141	-0.0605666890770066	-0.0628696096052121	0.0191089583296853	0.001973320149141	0.00134288762517456	-0.0551851949812519	0.0183113467571295	0.00127007171986541	0.00319780932290941	0.999789941893488	NA	0.771549513853563	0.969105640520395	-719.049664600488	"-0.0605666890770066_-0.06056041338179"	"0.500000000000193_0.499999999999807"	NA
"69"	130	1.71465894696513e-12	-0.127687194741102	-0.130496357777082	0.0163441840427987	1.71465894696513e-12	6.77177054744118e-13	-0.0928885696036009	0.0322270654300429	0.00528080634721128	0.00462583769697145	0.0883593945657546	NA	0.297983811215366	1.47457094079137	-795.983594481988	"-0.127687194741102_-0.0914479354236221"	"0.517555326574969_0.482444673425031"	NA
"72"	117	2.49931467281987e-07	-0.112396181058064	-0.105509061969072	0.0205063627924654	2.49931467281987e-07	1.10015869501678e-06	-0.0543903407436264	0.0280982733385447	0.0720966316711635	0.0553357019254449	0.00274794376580845	NA	0.14168491462079	1.34871234623243	-747.818530156743	"-0.112396181058064_-0.0510003708206489"	"0.503239157994132_0.496760842005868"	NA
"74"	110	0.99771760014984	-9.71814822896153e-05	-0.149725768951345	0.035191613936796	4.55533560562284e-06	4.44577682841979e-05	-0.0187351205554388	0.033894963889665	0.99771760014984	0.58157287352808	2.53130849614536e-14	NA	0.00734183369377343	1.20024722963488	-682.328527032659	"-0.169847273302153_-9.71814822896153e-05"	"0.497939911300842_0.502060088699158"	NA
"75"	102	0.000172635578220333	-0.10847824936988	-0.122226682006584	0.0278057118754125	0.000172635578220333	2.73369307262222e-05	-0.0906075550711484	0.0277551497474707	0.000169223859710006	0.00149727718855964	0.998507745136861	NA	0.420926810249264	1.52348101336339	-648.779249602298	"-0.10847824936988_-0.108435351227971"	"0.500000000001095_0.499999999998905"	NA
