simNum	IVsNum	P	eff
71	116	0.321011334622915	0.0388276948850351	
31	103	0.742208865408386	0.0145929166432759	
11	91	0.455401717358935	-0.0228744331809168	
61	122	0.943312134542996	-0.00321307507521534	
41	99	0.276869837067004	0.0419741372488645	
21	105	0.443612761707231	0.0387049866011772	
51	124	0.0140939964362967	0.0488341783582618	
91	116	0.551177527678287	0.00812090436992759	
81	97	0.981490117062721	0.000387401107088632	
1	92	0.505565228430508	-0.0110070738801169	
72	96	0.728754881594759	0.00740347599187814	
12	111	0.0878834139252544	0.0929584520855973	
52	110	0.4777151894195	-0.011246113623632	
32	121	0.987645157513879	-0.000648250553037436	
42	106	4.3878429849542e-05	0.143740932039448	
22	117	0.58091216752571	0.0515337197949488	
62	98	0.814621641726547	0.0169243134971604	
92	100	0.120718174896538	0.0458000649416464	
2	99	0.97407232261622	0.00186499097319634	
82	110	0.0696663006083897	0.0695836104227756	
73	104	0.150521721100446	0.158820297065242	
13	94	0.474765104409622	-0.0173907650135758	
53	112	0.439405684582199	0.035572723244481	
33	107	0.228397849788081	0.0664805763386685	
23	110	0.155949188437797	0.105718877143244	
43	105	0.625143944018437	-0.0172240577099948	
63	106	0.207795980858846	0.0301722495394224	
93	128	0.00534190589084904	-0.0819114207860049	
3	109	9.42699145412007e-08	0.199524986209767	
74	112	0.0723939038137302	0.118392893219625	
83	105	0.336391577880387	0.051050639282639	
14	92	0.0461900564548399	0.148186241756873	
54	95	0.000503734591328353	0.117992838637211	
34	97	0.50914717622374	0.0111717287712317	
24	91	0.398988322445973	0.0134662922127353	
44	94	0.315020044799675	0.084418081782729	
64	105	0.868666403770016	-0.0058957467444441	
94	115	0.598460761503461	0.0437919374718977	
4	105	0.268338906244562	0.0494597835816445	
75	106	0.406858824735272	0.0449623624957468	
84	121	0.563536389004124	0.0517368749648064	
15	107	0.818083475973293	0.0109981957316682	
35	100	0.537797469104475	0.0106879528071644	
55	110	0.00287381983387625	0.174400001990788	
25	103	0.26531649867781	0.046170624204999	
45	103	0.678529228218918	0.0157040848330547	
95	95	0.503113919590026	0.025781276118237	
65	96	0.502572851281571	0.01127085572315	
5	111	4.02115302735595e-05	-0.13431264418603	
85	86	0.631964751897036	0.00702236036798867	
76	102	0.385322967318605	0.0969842154939389	
16	88	6.01131368438423e-06	0.231398644082041	
36	109	0.172845264570632	0.0215097288162143	
56	106	0.365386291009128	0.0677155811253216	
26	107	6.94094115516464e-10	0.172074154045572	
46	111	0.062829190485959	0.187510458289824	
96	114	0.192087194766701	0.0279079245912076	
86	99	0.00342084873230619	0.083574217422201	
66	127	0.00127071973689175	0.19701928343362	
6	111	0.163529336444719	0.0235417453615161	
37	113	0.388661881377139	0.0274434395116121	
17	93	6.33298524732595e-10	0.183297262235883	
77	101	0.920740186239137	-0.00224548653432258	
57	103	0.0785557855515864	0.0345206216340421	
27	113	0.156745106037149	0.0905245670649809	
47	102	0.652222543899183	0.037472771136498	
87	114	0.568546169264456	0.00925382408356351	
97	113	9.46065448204081e-12	0.213931725641861	
67	100	0.930219485447212	0.00178503172788574	
38	119	0.674529898073282	0.0199153077459864	
7	109	8.12117040283056e-11	0.185315153021426	
18	101	0.448570061727052	-0.0125972721307098	
28	92	1.71454961339634e-07	-0.168950802691088	
78	102	0.820682632179779	0.0128418422596343	
58	118	0.00318326682534908	0.145430014189343	
48	113	0.498201445892219	0.018518577282583	
88	111	0.00355960673854683	0.155186460446357	
98	116	5.02831100313017e-06	-0.105913868666153	
39	93	0.876598632724449	-0.00263550184066298	
68	104	0.304951157953154	-0.0208621241672025	
29	113	0.268687092259156	0.138293948733773	
8	118	0.799502014485074	0.0189613463500567	
19	118	0.391664946971988	0.0876503663646835	
59	114	0.906881057493677	0.012511272969839	
79	118	0.351552879209803	0.0826542164850553	
49	120	0.0321912079579536	0.147048625413727	
99	110	0.000319337802106689	0.153995141848387	
89	104	0.807983131867664	0.00440906213119307	
40	107	2.51129472772504e-09	0.18364822528055	
30	94	0.0848826053770517	0.0455349954193383	
9	99	0.967038231655504	-0.0013486235773916	
69	115	0.0433575874494088	0.15186923765608	
80	88	0.234353910490771	0.0683414196664022	
60	104	0.00118610908392935	0.136553705501195	
20	103	0.0631757623658489	0.190465850077252	
50	108	0.519728197336445	0.0440691774582312	
100	100	0.29729436397486	0.0455856016294585	
90	118	0.320450572462771	0.0604404449755933	
70	93	0.540843776194239	0.0576965514710926	
10	105	0.422502139587609	0.0510369911334096	
