simNum	IVsNum	P_1	eff_1	eff_mean_minClass	sd_minClass	P_minClass	P_minClass_mean	eff_mean_maxClass	sd_maxClass	P_maxClass	P_maxClass_mean	corTest_1	CHVP_test	AIC_1	gamma_1	prop_1
88	111	2.06505365999851e-07	-0.121744348476332	-0.119204253592533	0.0219655890662633	2.06505365999851e-07	3.45062212787289e-07	0.151756631903367	0.0381975366104134	5.90390547622266e-05	0.000127152202350562	0	7.77709773153961e-10	-668.234497819437	-0.121744348476332_0.159611018071346	0.513881316066769_0.486118683933231	
27	113	3.1815043658956e-05	-0.106379129438815	-0.0927576732838036	0.0245318497697761	3.1815043658956e-05	0.000252176596526947	0.158699133545804	0.0371612118793251	5.05268623336301e-06	4.10492545720164e-05	0	1.63151738715433e-08	-672.561701502887	-0.106379129438815_0.178172169166533	0.517576817018873_0.482423182981126	
50	108	0.0105591868943158	-0.0838552826540876	-0.0750258210036907	0.0322179648953703	0.0105591868943158	0.0217544272705623	0.11612772629373	0.0481136048901243	0.0137607010448498	0.0174936628097323	5.07429653850977e-11	0.000962743858492461	-617.812848175282	-0.0838552826540876_0.120513986052083	0.504879152208257_0.495120847791743	
96	114	0.0140645325209621	-0.0643437984612035	-0.0583373582764241	0.0257955764256614	0.0140645325209621	0.0256400546902321	0.121644942824999	0.04043340344407	0.00269394403860219	0.00323704249119831	5.77315972805081e-15	0.000174962073129319	-690.698993392463	-0.0643437984612035_0.124067753538074	0.50538063557898_0.49461936442102	
65	96	0.0830026127907935	-0.0822854664384717	-0.0724206463378873	0.0469668913029879	0.0830026127907935	0.126410066743988	0.10888290663816	0.041030158996636	0.00515484068935569	0.00933266765611312	2.81485945663462e-11	0.00364741024524499	-538.152822075644	-0.0822854664384717_0.117493000293774	0.501408087780709_0.498591912219291	
73	104	0.0175748840352527	-0.0580433682501544	-0.0534423680282237	0.0240513887989984	0.0175748840352527	0.0284701383046215	0.106547859670432	0.0400282068164535	0.00646164026483612	0.00901819978763594	5.72942582266478e-10	0.000612442845533994	-636.348645207128	-0.0580433682501544_0.111282403035411	0.516561967912154_0.483438032087846	
81	97	0.751104865348985	0.0144169144534218	-0.0473252450151821	0.0344477707681176	0.531678127182321	0.172695145144697	0.048955399731166	0.0453228685363164	0.751104865348985	0.282782533059209	0.197480392160759	0.0907858635083005	-564.205437701993	-0.0216235330853093_0.0144169144534218	0.497374837696978_0.502625162303022	
35	100	0.309309366136162	-0.0326015962929058	-0.0362979202117585	0.0319022902883567	0.309309366136162	0.25795675398654	0.0629349936621337	0.0445158442908055	0.185345475539315	0.160567462038299	0.000908877113681594	0.0699996315136711	-590.879086202222	-0.0326015962929058_0.0593731053756597	0.501969852169462_0.498030147830538	
43	105	0.606318506764065	-0.0246080971512318	-0.0803050057808082	0.047606415455343	0.606318506764065	0.0946291377547646	0.0467430610355084	0.0469081397224935	0.863764266067623	0.321329457102	0.521191022624872	0.0573075195790275	-598.299004296906	-0.0246080971512318_-0.0080686495388649	0.502383413980325_0.497616586019675	
59	114	1.60361711867265e-08	-0.139664744204072	-0.132866882102879	0.0229382086336861	1.60361711867265e-08	6.354973191858e-08	0.142530312287985	0.0334924810142971	5.00682362147421e-06	4.32276705367396e-05	0	1.16801922259963e-11	-667.489346567799	-0.139664744204072_0.160584173790013	0.519886879413411_0.480113120586589	
4	105	0.196428006047349	-0.0466458435554738	-0.0427156082006466	0.0358776348578273	0.196428006047349	0.236524441918627	0.148682112034518	0.0365751172363394	0.000123521610162606	9.3481573833455e-05	3.95172783385078e-12	0.000187163295438919	-598.969569026022	-0.0466458435554738_0.145908854616525	0.50036595632781_0.49963404367219	
51	124	2.66061294679009e-05	0.123029713098229	-0.0252486871135498	0.0391120890964087	0.382849522282146	0.519775286917656	0.114380741514586	0.0281829772054106	2.66061294679009e-05	8.71702704742848e-05	4.85833595575969e-13	0.00377494810217853	-767.527871765743	-0.0342541051391727_0.123029713098229	0.498034262694668_0.501965737305332	
28	92	0.00509642104426918	0.157315927317327	-0.145617801783262	0.043456938932679	0.000510945710632125	0.00117437177577492	0.150591877617933	0.0548044019325989	0.00509642104426918	0.00723355835381503	0	2.28538179917774e-05	-492.943320849058	-0.156615371428829_0.157315927317327	0.485070349416958_0.514929650583042	
89	104	0.136455472537025	-0.0540132756100932	-0.0487498619619296	0.0359886235306958	0.136455472537025	0.178511904066054	0.0542658494487563	0.0357621697235208	0.115658871991664	0.132226728434551	2.10691711233224e-06	0.042312103193775	-646.99650884846	-0.0540132756100932_0.0567417937239557	0.500048208042192_0.499951791957808	
13	94	0.00623982673424352	-0.122716076172746	-0.111503625841037	0.0438491850308435	0.00623982673424352	0.0126453539816811	0.0810098296001863	0.0492939029098041	0.057240263211359	0.103676016972488	1.16746612377483e-11	0.00352288656335659	-532.401729208105	-0.122716076172746_0.0949083077050012	0.500550106159602_0.499449893840398	
21	105	0.0344202574625263	-0.084917904193631	-0.0762138800328465	0.0396201019808409	0.0344202574625263	0.057136743362273	0.114973665655029	0.0493937026286398	0.0169408853144942	0.0218644712314413	1.55431223447522e-14	0.00253308667203327	-613.898712108368	-0.084917904193631_0.119881506858995	0.502936568994988_0.497063431005013	
97	113	2.18723148295469e-05	-0.0984729351973702	-0.0905835136315046	0.0222185422057347	2.18723148295469e-05	8.5632833710391e-05	0.186408447750221	0.0381069690990388	3.08582531078683e-06	3.37281877787512e-06	0	3.399013522793e-10	-645.68431357974	-0.0984729351973702_0.187217216581185	0.504049951591768_0.495950048408232	
44	94	1.12210725872066e-06	-0.146724262963622	-0.138948527042498	0.0281521177527983	1.12210725872066e-06	3.49654639072907e-06	0.144522755487484	0.0364503634706969	2.81687138351511e-05	0.000144080365735335	0	7.51231736768528e-10	-544.595539245184	-0.146724262963622_0.160599229914755	0.524088074499897_0.475911925500103	
90	118	7.12968463738193e-09	0.151077456394265	-0.133787663286335	0.0218152846597513	1.65687005845484e-09	1.20657668789451e-08	0.148586948666424	0.0241999008920258	7.12968463738193e-09	1.16576039121904e-08	0	4.44566053499085e-18	-685.992992152903	-0.142758929642985_0.151077456394265	0.489065754611054_0.510934245388946	
60	104	0.00012080938201744	-0.126974368448483	-0.123636671957191	0.0317683430008453	0.00012080938201744	0.000176752256456103	0.175618979072165	0.0307564277986902	2.54759318456781e-08	1.09857125928403e-07	0	1.3074316968619e-11	-594.325095078411	-0.126974368448483_0.185568467247227	0.505782375665039_0.494217624334961	
66	127	2.37685271119504e-07	-0.144231977956192	-0.140052170898229	0.026391120539384	2.37685271119504e-07	4.86139163244824e-07	0.152556779266524	0.0422970485304523	0.000450677207484435	0.00044533126960173	0	4.37936621063675e-09	-699.753528618908	-0.144231977956192_0.15241207025803	0.506857956620308_0.493142043379692	
14	92	2.60760554234182e-06	-0.129828683999592	-0.11889123032021	0.0258890526993957	2.60760554234182e-06	1.40245290212819e-05	0.189793178606743	0.0417730454267252	4.03908859328207e-06	1.69520860643265e-05	0	3.36194998283874e-10	-525.518212756399	-0.129828683999592_0.20497028800834	0.516301288411906_0.483698711588094	
74	112	0.000712866022100417	-0.097396310797173	-0.0971053992562994	0.0279714775178824	0.000712866022100417	0.000738218689281551	0.0791357947066436	0.0433916877946268	0.062931795131356	0.0708796986104911	3.89577259340967e-12	0.000640617034788289	-655.124377986701	-0.097396310797173_0.0815127582485621	0.506399123344303_0.493600876655697	
36	109	0.598655114356841	-0.0252134836088352	-0.0521288833956948	0.0477623019067836	0.598655114356841	0.277515600949533	0.0992283363124331	0.0347469901682436	0.0291341842666564	0.00515022938779909	6.23236911654335e-05	0.0103896424871072	-645.842247723003	0.0768301799330678_-0.0252134836088352	0.49428144802023_0.50571855197977	
82	110	0.00146916468106945	0.169523148263265	-0.0638099078749348	0.0501907493702152	0.173656344234056	0.206311122893615	0.164495043954955	0.0519415845316279	0.00146916468106945	0.00199852846964894	0	0.00157311918372739	-621.920232731348	-0.0687364949348129_0.169523148263265	0.499494279910308_0.500505720089692	
22	117	2.50882743058072e-06	0.138970453944997	-0.0899063298929251	0.0421758643178628	0.0199771391886497	0.0351413921901017	0.131784373612827	0.0280580395065247	2.50882743058072e-06	7.31089133454548e-06	0	1.20670488594811e-05	-686.197534822877	-0.0995084620944061_0.138970453944997	0.49549546763447_0.50450453236553	
52	110	0.00263150327843605	-0.083468493422401	-0.0790393217694556	0.0271125082043895	0.00263150327843605	0.00431482587296412	0.0650334849632374	0.0385224396756535	0.0750292717759272	0.0942325491861957	1.9222312630518e-10	0.00222508854644775	-660.997057872884	-0.083468493422401_0.0692430613005346	0.505561176981711_0.494438823018289	
5	111	0.0134383843318239	-0.101267674033566	-0.0943638447604983	0.0403055248512328	0.0134383843318239	0.0210224616073643	0.212382762751459	0.0373298489416254	3.08014414454175e-08	1.06751330494416e-07	0	2.35554636367931e-08	-597.127305491651	-0.101267674033566_0.222526883490743	0.500871260902751_0.499128739097249	
29	113	7.12039862837887e-05	-0.103478211744996	-0.0920609480844813	0.0250791243284517	7.12039862837887e-05	0.000371997604735642	0.15521089033286	0.0474376157425402	0.000722923102369848	0.00142056139486449	0	4.06156534187119e-06	-641.07239892934	-0.103478211744996_0.16493731893366	0.50628459715837_0.49371540284163	
75	106	3.11424410571745e-10	0.142538539061501	-0.119286495214402	0.0302120005586025	3.26916140632526e-05	0.000142649779009866	0.13535538206888	0.0204945526618581	3.11424410571745e-10	1.68185095525947e-09	0	3.0571427446974e-12	-624.550607372132	-0.131166581652025_0.142538539061501	0.487634462054207_0.512365537945793	
98	116	0.000587699758974605	-0.127644959026199	-0.109357983848297	0.0361044306258351	0.000587699758974605	0.00303083807658342	0.122730551862338	0.0643295588788193	0.0241952125782107	0.0589055064970744	0	0.00165426549140108	-650.770942678683	-0.127644959026199_0.146941111476696	0.515142944429796_0.484857055570204	
91	116	1.35024748975404e-05	0.12383604779353	-0.102527733102562	0.0373014920474496	0.00361389407722051	0.00695113963822276	0.115181245716177	0.0272297121083796	1.35024748975404e-05	4.71616522355546e-05	0	2.42826394624798e-06	-690.437444114271	-0.110826014641864_0.12383604779353	0.497539605372725_0.502460394627275	
37	113	0.000310083754889013	-0.0746538733075917	-0.0670263438782007	0.0200534753951353	0.000310083754889013	0.00112978953337404	0.104437562030073	0.0315603021365598	0.000512509981602802	0.00125916163347373	0	4.52850625547039e-06	-705.394537234738	-0.0746538733075917_0.112929193095641	0.509305823198917_0.490694176801083	
45	103	0.00735038721157076	-0.0914561803052367	-0.0822631014473225	0.0334350427014436	0.00735038721157076	0.0155588798842708	0.11086895323124	0.048315235209989	0.0133009269358805	0.0237988370242721	3.10862446895044e-15	0.00101253608503791	-615.414432975041	-0.0914561803052367_0.121734488443496	0.501173905139672_0.498826094860328	
83	105	0.00010700039243727	-0.0872927090768304	-0.080153506208446	0.0216689141639107	0.00010700039243727	0.00034783088675739	0.153396265869791	0.0338783989960579	4.91695052190675e-06	1.59209938804427e-05	0	6.34298718856425e-09	-626.633922960611	-0.0872927090768304_0.163290870995627	0.5142583652968_0.4857416347032	
67	100	0.581922742658761	0.0278890905413552	-0.0599694592714063	0.0409415276173745	0.36685034558035	0.14615526297494	0.0490320430683749	0.0504875839736806	0.581922742658761	0.33383029624172	0.0292927864173245	0.0935609538915356	-587.185868187239	0.0278890905413552_-0.0371152058973875	0.504387880232555_0.495612119767445	
61	122	0.0592727347996376	-0.0777462808455444	-0.0801197675511318	0.0408311444501708	0.0592727347996376	0.0520321385015991	0.119640097404244	0.0449443410115076	0.00961250452393985	0.00882428169635409	1.97752925146233e-12	0.00100280758998248	-697.063194104048	-0.0777462808455444_0.11826269994308	0.501499164164345_0.498500835835655	
15	107	0.535836235696063	0.0300234996406337	-0.0857810887857476	0.038878731845843	0.0992000382221827	0.029515289215606	0.0553625617635606	0.0483355640959844	0.535836235696063	0.254631413391658	0.00108833386737173	0.0228842413329286	-628.089348158531	-0.0646682253315716_0.0300234996406337	0.496094830279837_0.503905169720163	
6	111	0.00355113126853273	0.128544946012737	-0.0801614850070077	0.0415284180559389	0.0326347411992841	0.0561468387399457	0.116216501237657	0.0431398007300533	0.00355113126853273	0.00816784999871635	5.77315972805081e-15	0.00103988139088723	-643.696061898329	-0.0898635395179563_0.128544946012737	0.497631085891777_0.502368914108223	
23	110	0.144849819779277	-0.0622759994531039	-0.0678151288648597	0.0424080422783078	0.144849819779277	0.112690896178605	0.138957300311654	0.0434914141443948	0.003449554767946	0.0018288014724718	1.04503147024815e-07	0.000664198587932319	-613.150600305636	-0.0622759994531039_0.130036906788772	0.527821747531018_0.472178252468982	
30	94	0.308098135860408	-0.044874399878179	-0.0334921496425186	0.0437868376180517	0.308098135860408	0.44627318952005	0.144286423722933	0.06576685770703	0.027726075617651	0.0307340207064524	5.01167181310436e-07	0.0244439131554179	-522.304108061779	-0.044874399878179_0.147071565648226	0.501672297758149_0.498327702241851	
76	102	0.00845287467259541	-0.0948155329380653	-0.0918230937111023	0.0352984093652276	0.00845287467259541	0.0106803596284536	0.174333536981727	0.0428541886030548	3.8983168115522e-05	9.41465116650172e-05	0	1.63572963539923e-06	-578.730799709176	-0.0948155329380653_0.184412811345589	0.509832612143985_0.490167387856015	
53	112	0.407209992020432	0.0471136166657778	-0.0675619596007371	0.0396239278302715	0.376901793088723	0.0909767364234063	0.081062755164191	0.0566287209605484	0.407209992020432	0.15510297147413	0.00347878230967202	0.0315235193177469	-648.834327536492	-0.0351534413163427_0.0471136166657778	0.499540441882685_0.500459558117315	
99	110	0.000173635540203928	-0.115971193797879	-0.108217209387479	0.0298226209868679	0.000173635540203928	0.000435234355909764	0.142766467826639	0.0374028490470605	0.000127718742170966	0.000224658738131918	0	1.54879232926201e-07	-638.69621589204	-0.115971193797879_0.148603999625044	0.50662907100996_0.49337092899004	
84	121	2.85231389818458e-09	-0.107090621922657	-0.107590412236333	0.0166821028353446	2.85231389818458e-09	2.46340192112213e-09	0.0946585436457802	0.0341156870302761	0.00765102367416812	0.00641148205679423	1.90958360235527e-14	1.00558473469952e-07	-713.897979068092	-0.107090621922657_0.0925523778675653	0.518504390640692_0.481495609359308	
