simNum	IVsNum	P_1	eff_1	eff_mean_minClass	sd_minClass	P_minClass	P_minClass_mean	eff_mean_maxClass	sd_maxClass	P_maxClass	P_maxClass_mean	corTest_1	CHVP_test	correct_factor	CHVP_test_correct	AIC_1	gamma_1	prop_1
4	109	1.05469058827113e-06	0.191796455368447	0.0137035262026571	0.0369842654470477	0.890770438666811	0.711718447886381	0.171874847953894	0.0370532543213109	1.05469058827113e-06	9.89345782719846e-06	0	0.00251710123975254	0.834148455124396	0.00182464723063977	-661.780350801236	-0.00509102027200396_0.191796455368447	0.499859859671779_0.500140140328221	
1	120	1.4384434232359e-07	0.116000010166522	0.106864021999456	0.0225358983104419	1.06673609858189e-06	5.92853767547958e-06	0.124171059979571	0.0207353889582338	1.4384434232359e-07	2.3082992554894e-08	0.998012014704905	0.571973017202539	1.08065777949904	0.604478882507652	-779.777013268674	0.115949188854459_0.116000010166522	0.499999999999965_0.500000000000035	
5	119	9.22941142959858e-06	0.116805765606979	0.0858393724597749	0.0239001091051235	0.000586429435800354	0.000480300455382583	0.115112899047051	0.025193667832617	9.22941142959858e-06	1.21320661913934e-05	0.103960660692682	0.399244380331805	0.899019226658806	0.361446975194538	-767.714037806197	0.0844513173667573_0.116805765606979	0.499997899282957_0.500002100717043	
3	103	0.163200971656252	0.0468871246712128	0.0422159988522414	0.033382946521624	0.163200971656252	0.20889741546239	0.132355782427252	0.034512115287436	0.000344211519691113	0.000217573939389889	0.000450274905093195	0.06047723246128	1.42212384103613	0.101825655102746	-639.678520760457	0.0468871246712128_0.127849825915312	0.500008400809783_0.499991599190217	
2	120	0.0500416678788908	0.0527793170039048	0.0559588205754867	0.0266598021617757	0.0500416678788908	0.0379312825513044	0.125075102831293	0.0320334511576801	8.56974432193771e-05	0.000157087718046504	0.000288499463304337	0.0972326800847979	1.08817810746358	0.109043383845082	-746.075270981279	0.0527793170039048_0.130302565861717	0.501088226649758_0.498911773350242	
6	112	1.33392981077931e-07	0.122670545802556	0.114369582742727	0.0217636174965201	1.33392981077931e-07	7.23009825326568e-07	0.130052183920696	0.0200125084729634	1.36744350441897e-08	2.3836894607597e-09	0.998864463212093	0.595817503460628	0.894411397507884	0.549922894578662	-719.881669406861	0.122670545802556_0.122699562445712	0.50000000000003_0.49999999999997	
7	110	2.42301156518532e-11	0.177559328700639	0.0298183112929674	0.0320532366642417	0.554467921127012	0.35428467951422	0.168920466378433	0.023855832242982	2.42301156518532e-11	1.47171028542402e-10	7.30970839413203e-13	0.000498889355323735	0.837831503329367	0.000357157009987441	-696.460339444383	0.0190047627845466_0.177559328700639	0.497443758071628_0.502556241928372	
10	101	7.9771425308367e-07	0.102391497769719	0.0951633598523104	0.0194405110796997	7.9771425308367e-07	3.77599476526224e-06	0.110154253271933	0.0235907015520126	3.40480242243354e-05	9.41336126770959e-06	0.99970032229094	0.623852526055113	0.81178377267675	0.538797491873439	-649.508766376617	0.102391497769719_0.10240002352591	0.500000000000001_0.499999999999999	
8	102	0.645172225422404	0.0156861017046114	0.0383104706859887	0.0339626071767546	0.645172225422404	0.261984316460605	0.165477362866925	0.0365987474941761	1.47996290477896e-06	1.6757939400485e-05	2.66009436700188e-13	0.0108671088700204	0.784890849174679	0.00732443388363205	-626.767041865165	0.0156861017046114_0.18729798066499	0.500894169234756_0.499105830765244	
9	90	4.16512222138083e-05	0.18883615747903	0.00267649382857592	0.0491585058552474	0.838450627629269	0.956701704914477	0.182988517293997	0.04378970958814	4.16512222138083e-05	6.83191925397091e-05	2.13051798425568e-11	0.00616460909157051	0.768663878388708	0.00396468457571724	-523.363512792816	-0.0100515956127207_0.18883615747903	0.498080153324919_0.501919846675081	
12	75	0.00170577663406265	0.111388520378571	0.0521550005684641	0.0426302587489757	0.179305459849987	0.225050067977959	0.115422586934068	0.034209778129563	0.00170577663406265	0.00118206666610971	0.048788010854262	0.247072969697903	0.949736968042486	0.233325360114419	-468.76113005334	0.0577954914109972_0.111388520378571	0.499799346195741_0.500200653804259	
11	103	1.13001341395506e-10	0.182147817143881	-0.0270158091646491	0.0333887548085422	0.326500182378232	0.420324356969399	0.176938475579175	0.0253485136131913	1.13001341395506e-10	3.05358142943507e-10	0	1.14326552342846e-06	0.975426566836786	1.08122450057631e-06	-622.309589177874	-0.032918992030198_0.182147817143881	0.496147515070925_0.503852484929075	
13	118	0.257081776711504	0.0287143334565604	0.0379196050163695	0.0252128935967155	0.257081776711504	0.135281995811198	0.0957765800726722	0.0354623502297696	0.00252299324212461	0.0079445640923706	0.000117484111086474	0.183621197177026	0.716115897573253	0.123303848799042	-743.03320544137	0.0287143334565604_0.109480448100088	0.50416730125912_0.49583269874088	
15	100	0.803251377660781	0.00567666676913154	0.0119193837369775	0.0227238747598731	0.803251377660781	0.601081589050078	0.227663231932612	0.0351868848419299	9.30439948690747e-10	3.76229572266068e-09	0	2.59572649120837e-07	1.1750051979388	3.821528750792e-07	-593.031097950347	0.00567666676913154_0.238152605333739	0.508257600373244_0.491742399626756	
14	106	8.25320278125967e-06	0.167814585210642	0.057788131780352	0.0504219261981391	0.177912934955833	0.254362608760287	0.174066593372508	0.0357802973766697	8.25320278125967e-06	4.04503285180026e-06	0.000240515349360315	0.060012558923585	0.865321053575745	0.0488223304955597	-643.077177129195	0.0683872808603451_0.167814585210642	0.499063191980915_0.500936808019085	
17	104	0.451775517297267	0.022575189188844	0.0234515017377538	0.0298878971882529	0.451775517297267	0.434460480687888	0.141938331257343	0.0356379760132024	0.000121260336325589	0.000127187218268885	1.15476565154538e-06	0.0108511865833734	0.876063277401077	0.008719121943021	-636.919890047024	0.022575189188844_0.142404486287776	0.502286341391575_0.497713658608425	
18	128	0.628767972588853	-0.0167913795486686	0.00264285750999431	0.0346472622845608	0.628767972588853	0.939317189783804	0.130688848669019	0.0370044045909193	8.05117335325003e-05	0.000576161759327367	2.22044604925031e-16	0.011539533807734	0.848525167274692	0.00881496735635926	-792.442166458867	-0.0167913795486686_0.150796523013809	0.501873375610225_0.498126624389775	
16	119	0.140881891570976	0.0589698947803729	0.0499219530201761	0.0397782205291321	0.140881891570976	0.211956004601853	0.167483190117175	0.0354825449655704	1.6928234342977e-05	6.53877188646009e-06	1.92233695717192e-05	0.0274200325602998	1.0292103949635	0.0286893175361551	-733.893144994119	0.0589698947803729_0.159189690478709	0.500424600476933_0.499575399523067	
19	116	0.246003882071829	0.0314750398109949	0.0343797464022647	0.0269927033333069	0.246003882071829	0.205349319112259	0.142417748461017	0.0316240519734692	1.19089533502213e-05	1.61326876804881e-05	1.16872134636736e-07	0.00936390974590919	1.46569886322975	0.0185829996168735	-728.888605267589	0.0314750398109949_0.144805672322138	0.500994350510144_0.499005649489856	
20	104	0.00021736866272518	0.124460634536362	0.0735303178762065	0.0376215855651842	0.022395468540759	0.0533564582561983	0.138982646580709	0.0324628430512748	0.00021736866272518	4.17796562145628e-05	0.133767678009714	0.187778202074913	0.909700439907979	0.167759939035281	-634.423312630028	0.0872272974466047_0.124460634536362	0.49971933801793_0.50028066198207	
21	88	2.6314778962411e-06	0.120139884720139	0.0213852715367663	0.0345335958845672	0.626227335331773	0.537363450808729	0.116684433346969	0.0238945809423605	2.6314778962411e-06	4.69830408504434e-06	4.17064636684117e-05	0.0232478838872079	0.702967602755523	0.0135781688663543	-552.188909497037	0.0168793311231392_0.120139884720139	0.496601983852387_0.503398016147613	
22	106	4.15825092880458e-12	0.206112031638808	-0.0366047141918404	0.032172387625524	0.12079197635268	0.257806933624536	0.197383400619092	0.0263298941543848	4.15825092880458e-12	2.1770244903174e-11	0	1.81943138120528e-08	1.18596345137946	2.78436827905501e-08	-629.254708488843	-0.0503223516333896_0.206112031638808	0.487885836741879_0.512114163258122	
23	115	0.347552890191214	0.0236194258688943	0.0334970023087186	0.025040739735916	0.347552890191214	0.183656745149621	0.207979403228828	0.0279624097410579	3.39138382557014e-12	2.06572756283545e-11	0	3.34473629969278e-06	1.26699965826936	5.81182934789587e-06	-706.582480846741	0.0236194258688943_0.217828517343365	0.502219678232514_0.497780321767486	
24	95	0.00141284123629111	0.128443610971503	0.0396588229563791	0.0379761551295741	0.161220767901636	0.299020854898184	0.142652341653826	0.0390449521604734	0.00141284123629111	0.000425611219385531	0.00668791721002671	0.0586349253950533	0.90293334513894	0.050640646186498	-583.13926551363	0.0536263536734281_0.128443610971503	0.498964865468868_0.501035134531132	
27	85	0.00475234028747858	0.108883119448808	0.0909802390158245	0.0325996830441588	0.0012515256716433	0.00650556841119978	0.129346641754367	0.0375375207417241	0.00475234028747858	0.000891329426035547	0.999946033625608	0.44029687228237	0.650059971705979	0.296247693950006	-519.90901224132	0.108881171522668_0.108883119448808	0.5_0.5	
25	116	0.000210974092907296	0.163578169250177	0.0336621876902038	0.0464385207705353	0.531744583602196	0.470000191434284	0.158391548848206	0.042736057131705	0.000210974092907296	0.00032503835723968	4.92321783340799e-09	0.0481126943754797	1.08203784354451	0.0541171739814143	-703.724167222706	0.0291281488435091_0.163578169250177	0.499593391757537_0.500406608242463	
26	111	0.0885117518720532	0.0503833296302765	0.0591431504538711	0.0293175482794834	0.0885117518720532	0.0460961958364457	0.149230266577438	0.0372502578357954	3.86991166167648e-05	0.000112524471613415	2.00839473807335e-06	0.0573769577192306	1.39071851999634	0.0937342082747882	-687.385911351999	0.0503833296302765_0.159768533182119	0.50209232400289_0.49790767599711	
28	108	1.01853430628985e-06	0.180489002045277	0.0570641191140632	0.0377835227789698	0.30687846873184	0.133916694446412	0.161662132352487	0.0347945435925869	1.01853430628985e-06	9.67801385089047e-06	1.98092875436373e-10	0.0417092767905838	0.928252471288793	0.0373200153605951	-673.931251996392	0.0387922389845001_0.180489002045277	0.499434022441669_0.500565977558332	
29	96	0.000538804186887842	0.120173296473183	0.0378099542411942	0.0372778610342536	0.494794106309192	0.313028446893183	0.109548066885438	0.0335437025540962	0.000538804186887842	0.00151877653543728	4.38207217099418e-05	0.15256532224172	0.959166726173096	0.144843296988304	-607.589884471134	0.0255482596763643_0.120173296473183	0.49962381423095_0.50037618576905	
32	103	2.69590461000263e-06	0.133448464953688	0.0428403956508025	0.0363520477164064	0.345318190763508	0.241344697769509	0.123436144280862	0.0268450231386089	2.69590461000263e-06	1.22672306056276e-05	1.65492518802157e-05	0.0745064944917339	0.751783061389561	0.050327303684339	-649.224332557739	0.0344654635553706_0.133448464953688	0.498164186900037_0.501835813099963	
30	109	0.0948845692365832	0.0541736782353882	0.0615876746626297	0.0321513802403594	0.0948845692365832	0.0580664877081513	0.153036829159919	0.0389261616639675	6.92999212639178e-05	0.000149398556282056	2.50035787674463e-06	0.0700892469438284	0.942249015172828	0.0644532404159189	-679.790457788147	0.0541736782353882_0.16112248077175	0.500744975082549_0.499255024917451	
31	103	0.12238956224588	0.0627982006085051	0.0390694992232735	0.0403133568538444	0.12238956224588	0.33476517420346	0.16442360236615	0.0325961622311633	3.68869707179927e-05	1.98729519516673e-06	0.00181722714290178	0.015607567421119	0.95371165708311	0.0144467933945635	-623.794332566199	0.0627982006085051_0.140678190919813	0.500351524016167_0.499648475983833	
33	117	0.00336624571178619	0.115425123158278	0.0353178757908251	0.0409001774455777	0.197247171637761	0.389636861920916	0.127487726913679	0.0385524810452283	0.00336624571178619	0.00125636966690043	0.020118848838206	0.101034932650826	1.0023222670144	0.101350114902343	-698.897492594713	0.0530425030553697_0.115425123158278	0.499706713689875_0.500293286310125	
35	87	0.168426623494715	0.0435842144409819	0.0580137930292644	0.0313786773444685	0.168426623494715	0.067918712423949	0.133397589194678	0.0350029706327973	6.86599383720119e-05	0.000259327188314201	2.96142757143514e-05	0.10880014301995	0.740277071491288	0.0734573095929358	-553.585018093056	0.0435842144409819_0.146473727334018	0.500821355309463_0.499178644690537	
34	113	0.338973214526608	0.0326531735016527	0.0426811223367924	0.0340031246895846	0.338973214526608	0.212014558178182	0.188816039235214	0.0387692172331464	1.55060054879553e-06	3.68930010269214e-06	1.28763666396026e-12	0.00459943374777714	1.04193582738616	0.00494909222823032	-683.093964263293	0.0326531735016527_0.196770952454471	0.500201153518533_0.499798846481467	
36	91	0.711859375213598	-0.011710924055156	0.00280704700398866	0.0316060000237572	0.711859375213598	0.929427273539359	0.180620053704546	0.0347666364847465	2.64376653727273e-07	1.26392535015575e-06	2.22044604925031e-16	0.000154076769272592	1.24725211855919	0.000245930013299182	-553.880118228307	-0.011710924055156_0.193570392190595	0.502040865333712_0.497959134666288	
38	108	0.282495896657218	-0.0326670102348713	-0.0248762913048269	0.0302425153160312	0.282495896657218	0.412587446101593	0.180238869450226	0.0297936252921691	7.63999947576677e-09	2.17172440403509e-08	0	1.35463768461035e-06	0.766446248021604	7.70538986733425e-07	-666.168533013909	-0.0326670102348713_0.186918187111434	0.502468758871554_0.497531241128446	
37	124	4.6340717500354e-05	0.12237217823392	0.0536998368908353	0.0319246147836063	0.0859010962232497	0.0950899587128101	0.123483664255429	0.0289725451740864	4.6340717500354e-05	3.99223820662881e-05	0.0026363169522059	0.105514482582297	0.676464082124662	0.0633533013436482	-773.99853268093	0.0552719051599921_0.12237217823392	0.497936183507159_0.502063816492841	
40	105	0.0147006419714275	0.0824580154346882	0.0588652051710232	0.0332345044695031	0.0147006419714275	0.0794555632389612	0.107080310586951	0.0358203542775913	0.0232224832049791	0.00348910844870758	0.997742348622833	0.323773605743552	0.618022984500969	0.196624718395032	-661.730860742387	0.0824580154346882_0.0825229878054096	0.500000000000187_0.499999999999813	
39	103	0.740074933081714	-0.00926125526773284	-0.00115443664291402	0.027840142883571	0.740074933081714	0.967004963778731	0.173704189823711	0.0376128140695969	4.564348888905e-06	1.13240001978006e-05	1.99840144432528e-15	0.000186471124785493	1.11388797518176	0.000232784251723268	-620.332280271519	-0.00926125526773284_0.182169759800544	0.504791454477539_0.495208545522461	
42	96	0.00114474651781354	0.0790550650081885	0.0830943249884945	0.0235690188102948	0.00114474651781354	0.000652299444241127	0.116674287997327	0.028654618031545	5.35436715513492e-05	9.65873424692252e-05	0.0668785476153322	0.365432274298792	0.739113050133246	0.271250364822158	-606.127958628551	0.0790550650081885_0.121248198763451	0.500668788477562_0.499331211522438	
41	109	0.768231951443575	0.0109331466231879	0.0353421538130877	0.0370074566912087	0.768231951443575	0.341709969905917	0.183115200541246	0.0396894093570659	6.85460363103992e-07	1.09357625381896e-05	0	0.00646679905511658	1.09415818556041	0.00757791460275801	-661.003700160422	0.0109331466231879_0.209407978171906	0.500707785554032_0.499292214445968	
43	116	3.17944949885985e-06	0.1515213697763	0.0717621063133552	0.0300721546564385	0.0177151875022305	0.0186498354597159	0.152936878347335	0.0309284976872278	3.17944949885985e-06	2.62110793106764e-06	0.000401463901043453	0.0598718027894651	0.722752993980853	0.0379334324901377	-724.741027851031	0.0723578852010742_0.1515213697763	0.498268149703006_0.501731850296994	
45	105	0.000722992159509033	0.0930759775337119	0.0765244367041196	0.0275642842659929	0.00103741239612298	0.00652344123098251	0.107789188939328	0.0267113901451826	0.000722992159509033	0.00010433828395081	0.998709774898545	0.415337030821828	1.01403707163661	0.420600170236659	-660.999714206103	0.0930386312393878_0.0930759775337119	0.499999999999982_0.500000000000018	
47	88	0.49668067137787	0.0204624715510899	0.0283747617091587	0.0299777735715454	0.49668067137787	0.346501608242142	0.122041396849992	0.0356906357499663	0.000579036640170954	0.000957225035796279	2.50583024385964e-05	0.0444752249083746	0.811412106570001	0.0327472112682096	-549.897644152108	0.0204624715510899_0.127507695073704	0.503702990291971_0.496297009708029	
