"simNum"	"IVsNum"	"P_largestGroup"	"eff_largestGroup"	"AIC_random"	"gamma_random"	"prop_random"	"eff_mean_minClass"	"sd_minClass"	"P_minClass_mean"	"eff_mean_maxClass"	"sd_maxClass"	"P_maxClass_mean"	"correct_factor"	"CHVP_test_correct"
"1"	2	99	1.07327893533372e-19	0.162254624424179	-635.433840809741	"0.162254624424179_0.162254833677949"	"0.5_0.5"	0.161627260066682	0.0142163909003175	1.33459178990819e-19	0.163661918228923	0.0156745485929022	1.33706042390528e-17	1.50341531151682	0.980933284313611
"2"	3	99	3.89274142636071e-17	0.154577151319585	-645.006986912335	"0.154577151319585_0.154582396807078"	"0.5_0.5"	0.152875355109958	0.0151144901662417	6.83053234944105e-17	0.15557392396842	0.0154466512202268	8.45872345222531e-17	1.4731709764088	0.969533773815531
"3"	4	103	1.95511740350786e-13	0.14483035636495	-665.016532271626	"0.144826452533921_0.14483035636495"	"0.499999999999999_0.500000000000001"	0.138214477002602	0.021697763326763	5.5163155502417e-09	0.149203463460415	0.0171035314314816	5.37648649809981e-14	1.28614269069188	0.788979699092438
"4"	6	107	2.86120864523768e-06	0.111041741294089	-685.395471657731	"0.111041741294089_0.176794757552458"	"0.503284719090389_0.496715280909611"	0.120105035461527	0.022451757744444	5.12426895693279e-07	0.166980582914619	0.0307039594606422	3.47510153974337e-07	1.43014092524432	0.326831174240074
"5"	1	121	5.18523768553548e-21	0.147647490769768	-787.024517630741	"0.115334427071992_0.147647490769768"	"0.491115639500924_0.508884360499076"	0.120514059345322	0.0213372915778709	1.10956829140499e-07	0.143331105282952	0.0128741192360288	3.29561588121541e-20	1.63854887558026	0.56308641721142
"6"	8	104	2.58318953451557e-06	0.141150831261484	-645.558330270156	"0.141113412564068_0.141150831261484"	"0.49999999999992_0.50000000000008"	0.111759974898277	0.0367147980028957	0.00296328569951272	0.162683702559897	0.0283520760358715	9.69486567554292e-08	1.48184480383474	0.410963226947091
"7"	7	106	6.67272495392067e-12	0.173866184577583	-653.393655664687	"0.166043831803277_0.173866184577583"	"0.489013378818087_0.510986621181913"	0.154732677641402	0.0237049310822034	2.42586183371479e-09	0.186021444210209	0.022481578999464	4.3641411564546e-13	2.0579491685346	0.646040074866947
"8"	5	103	1.74233803805694e-06	0.172606053111249	-651.259344721659	"0.13933065746152_0.172606053111249"	"0.499976324768701_0.500023675231299"	0.122710103422015	0.0386886816683889	0.00200207681320894	0.187477866023297	0.0340066248431878	2.67037478774576e-07	1.2245924697184	0.263693868337085
"9"	10	124	8.7199353692205e-06	0.1586530325773	-760.174820836544	"0.158626344207253_0.1586530325773"	"0.499999999999995_0.500000000000005"	0.133424553117769	0.0356211335370132	0.000275143788609212	0.18345195253549	0.0341806208111762	3.82932776364069e-07	1.30759142430742	0.407024112070499
"10"	9	130	1.35968610110399e-15	0.219062690640557	-846.284352989965	"0.159568236158291_0.219062690640557"	"0.499130766504039_0.500869233495961"	0.163530702564115	0.0291313376523109	1.15994903183817e-07	0.217073401617611	0.0240502871673896	2.1612172792762e-15	1.54009034504757	0.267219550745556
